@RELATION wiki_binned_better_wordcount_not_normalized
@ATTRIBUTE pageid Numeric
@ATTRIBUTE num_links_in Numeric
@ATTRIBUTE org_percentage Numeric
@ATTRIBUTE num_negative_words   Numeric
@ATTRIBUTE num_images   Numeric
@ATTRIBUTE edu_percentage   Numeric
@ATTRIBUTE other_percentage     Numeric
@ATTRIBUTE num_categories   Numeric
@ATTRIBUTE num_positive_words   Numeric
@ATTRIBUTE num_words    Numeric
@ATTRIBUTE net_percentage Numeric
@ATTRIBUTE num_controversial_words  Numeric
@ATTRIBUTE gov_percentage   Numeric
@ATTRIBUTE com_percentage   Numeric
@ATTRIBUTE num_links_out    Numeric
@ATTRIBUTE num_references   Numeric
@ATTRIBUTE isControversial  {yes,no}
@DATA
12315140,46, 0.3611111111111111,1,0, 0.1388888888888889, 0.08333333333333333,20,57,20872, 0.027777777777777776,0, 0.027777777777777776,0.3611111111111111,93,36,no
4949370,23, 0.28205128205128205,20,2, 0.10256410256410256, 0.1282051282051282,19,84,20387, 0,1, 0.07692307692307693,0.41025641025641024,47,39,no
402030,57, 0,5,8, 0, 1,8,24,4785, 0,0, 0,0,35,1,yes
16743,4189, 0.32142857142857145,66,38, 0.07857142857142857, 0.16428571428571428,87,286,74082, 0,0, 0.007142857142857143,0.42857142857142855,1259,140,yes
168890,720, 0.38028169014084506,35,18, 0.014084507042253521, 0.08450704225352113,82,194,32757, 0,5, 0.007042253521126761,0.5140845070422535,782,142,yes
331538,217, 0.10526315789473684,12,4, 0.05263157894736842, 0.05263157894736842,29,67,16927, 0,0, 0.02631578947368421,0.7631578947368421,194,38,yes
486017,645, 0.16326530612244897,35,21, 0.061224489795918366, 0.2653061224489796,54,153,36596, 0.02040816326530612,0, 0.02040816326530612,0.46938775510204084,467,49,yes
42200,1020, 0.05714285714285714,39,23, 0.02857142857142857, 0.0380952380952381,35,235,53759, 0.02857142857142857,1, 0.0380952380952381,0.8095238095238095,484,105,no
4311910,759, 0.2857142857142857,7,4, 0.16326530612244897, 0.32653061224489793,9,70,17086, 0,0, 0.16326530612244897,0.061224489795918366,184,49,no
31582928,94, 0.1111111111111111,6,2, 0.037037037037037035, 0,12,27,5921, 0,1, 0,0.8518518518518519,55,27,yes
30857,4508, 0.01694915254237288,32,28, 0, 0,11,261,46577, 0,1, 0,0.9830508474576272,779,59,no
140469,94, 0.8214285714285714,45,13, 0.03571428571428571, 0.03571428571428571,17,143,32563, 0.03571428571428571,0, 0.03571428571428571,0.03571428571428571,227,28,no
152447,1821, 0.07317073170731707,11,9, 0, 0.07926829268292683,65,120,23480, 0.006097560975609756,1, 0.006097560975609756,0.8353658536585366,326,164,yes
27694,2170, 0.19858156028368795,72,41, 0.0851063829787234, 0.028368794326241134,14,194,49731, 0.0070921985815602835,0, 0,0.6808510638297872,991,141,yes
191704,22, 0.08196721311475409,62,12, 0.01639344262295082, 0.13114754098360656,15,119,39955, 0.06557377049180328,0, 0,0.7049180327868853,123,61,yes
43717,404, 0.31343283582089554,62,8, 0.1791044776119403, 0.1791044776119403,20,327,48644, 0,0, 0.11940298507462686,0.208955223880597,314,67,no
57851,4175, 0.18018018018018017,16,81, 0.04504504504504504, 0.04504504504504504,26,266,64810, 0.018018018018018018,0, 0.21621621621621623,0.4954954954954955,782,111,no
782741,871, 0.2356164383561644,178,7, 0.0136986301369863, 0.3506849315068493,32,656,131314, 0.038356164383561646,4, 0.0027397260273972603,0.3589041095890411,509,365,no
191941,1291, 0.42,9,3, 0.2, 0.12,13,86,21726, 0,3, 0.14,0.12,680,50,yes
2941511,1809, 0.04186046511627907,68,28, 0.004651162790697674, 0.05116279069767442,78,289,59518, 0,5, 0.013953488372093023,0.8883720930232558,964,430,yes
5728405,51, 0.5,26,4, 0, 0,3,81,22185, 0,1, 0,0.5,65,4,no
99881,339, 0.060810810810810814,25,7, 0.006756756756756757, 0.04054054054054054,44,164,28926, 0,2, 0.006756756756756757,0.8851351351351351,357,148,yes
21473,2086, 0.25257731958762886,88,47, 0.04639175257731959, 0.17010309278350516,80,348,72910, 0.005154639175257732,1, 0.005154639175257732,0.520618556701031,667,194,yes
46216,1557, 0.2981366459627329,83,57, 0.052795031055900624, 0.2329192546583851,38,360,85692, 0.021739130434782608,4, 0.021739130434782608,0.37267080745341613,890,322,yes
3838884,40, 0.07608695652173914,21,18, 0.010869565217391304, 0.08695652173913043,8,104,20547, 0.03260869565217391,0, 0,0.7934782608695652,83,92,no
591604,388, 0.13157894736842105,3,3, 0.3157894736842105, 0,11,41,11369, 0,1, 0.07894736842105263,0.47368421052631576,164,38,no
37556,794, 0.4014336917562724,60,10, 0.014336917562724014, 0.05734767025089606,26,149,37784, 0,1, 0.3727598566308244,0.15412186379928317,383,279,yes
68322,836, 0.05063291139240506,80,17, 0.02531645569620253, 0.13924050632911392,36,295,56134, 0,0, 0.012658227848101266,0.7721518987341772,538,79,no
275132,57, 0.09090909090909091,21,3, 0.36363636363636365, 0.18181818181818182,7,92,28003, 0,0, 0,0.36363636363636365,642,11,no
