@RELATION wiki_binned
@ATTRIBUTE num_categories   Numeric
@ATTRIBUTE num_words    Numeric
@ATTRIBUTE num_images   Numeric
@ATTRIBUTE num_links_in Numeric
@ATTRIBUTE num_links_out    Numeric
@ATTRIBUTE num_references   Numeric
@ATTRIBUTE num_revisions    Numeric
@ATTRIBUTE article_age_in_days  Numeric
@ATTRIBUTE avg_revs_per_day Numeric
@ATTRIBUTE num_positive_words   Numeric
@ATTRIBUTE num_negative_words   Numeric
@ATTRIBUTE num_controversial_words  Numeric
@ATTRIBUTE com_percentage   Numeric
@ATTRIBUTE org_percentage Numeric
@ATTRIBUTE gov_percentage   Numeric
@ATTRIBUTE net_percentage Numeric
@ATTRIBUTE edu_percentage   Numeric
@ATTRIBUTE other_percentage     Numeric
@ATTRIBUTE isControversial  {yes,no}

@DATA
54,69895,40,1406,872,89,2782,5966,0.4663090848139457,0.003533872236926819,0.0008870448529937763,1.4307175048286717e-05,0.48314606741573035, 0.12359550561797752, 0.011235955056179775, 0.056179775280898875, 0.056179775280898875, 0.2696629213483146,no
16,71270,21,82,272,13,1541,5108,0.30168363351605326,0.0025256068472007858,0.000294654132173425,2.8062298302230953e-05,0.6923076923076923, 0, 0, 0, 0, 0.3076923076923077,no
24,71035,10,106,474,52,214,3051,0.07014093739757457,0.002167945379038502,0.0006475681002322799,0.0,0.11538461538461539, 0.09615384615384616, 0, 0, 0, 0.7884615384615384,no
30,69500,25,751,724,88,2422,5674,0.4268593584772647,0.002172661870503597,0.00028776978417266187,0.0,0.4772727272727273, 0.25, 0.022727272727272728, 0.03409090909090909, 0.022727272727272728, 0.19318181818181818,no
18,66066,4,334,196,72,2017,5967,0.3380258086140439,0.0014530923621832712,0.0010444101353192263,0.0,0.20833333333333334, 0.375, 0.013888888888888888, 0.041666666666666664, 0.09722222222222222, 0.2638888888888889,no
5,71115,13,506,343,87,550,4713,0.11669849352853809,0.0027420375448217677,0.0006468396259579555,7.030865499542994e-05,0.1839080459770115, 0.28735632183908044, 0.022988505747126436, 0, 0.09195402298850575, 0.41379310344827586,no
28,67330,40,2089,797,59,5954,6054,0.9834819953749587,0.0030150007426110203,0.0009802465468587555,0.0,0.1694915254237288, 0.4067796610169492, 0.03389830508474576, 0, 0.06779661016949153, 0.3220338983050847,no
2,68016,9,30,57,7,370,4085,0.09057527539779682,0.0007057163020465773,0.00035285815102328866,0.0,0.2857142857142857, 0, 0.2857142857142857, 0, 0.42857142857142855, 0,no
18,66966,40,7539,1375,107,7934,5972,1.3285331547220363,0.0029119254547083596,0.0006421168951408178,0.0,0.9626168224299065, 0.018691588785046728, 0.009345794392523364, 0, 0, 0.009345794392523364,no
1,66958,0,2,36,4,20,2026,0.009871668311944718,0.000268825233728606,8.960841124286867e-05,0.0,0, 0.75, 0, 0, 0, 0.25,no
60,70807,42,1733,585,53,5001,5838,0.8566289825282631,0.0023444009773045038,0.0011863233861058935,0.0,0.2830188679245283, 0.20754716981132076, 0.018867924528301886, 0.03773584905660377, 0.07547169811320754, 0.37735849056603776,no
