@RELATION wiki_binned
@ATTRIBUTE num_categories   Numeric
@ATTRIBUTE num_words    Numeric
@ATTRIBUTE num_images   Numeric
@ATTRIBUTE num_links_in Numeric
@ATTRIBUTE num_links_out    Numeric
@ATTRIBUTE num_references   Numeric
@ATTRIBUTE num_revisions    Numeric
@ATTRIBUTE article_age_in_days  Numeric
@ATTRIBUTE avg_revs_per_day Numeric
@ATTRIBUTE num_positive_words   Numeric
@ATTRIBUTE num_negative_words   Numeric
@ATTRIBUTE num_controversial_words  Numeric
@ATTRIBUTE com_percentage   Numeric
@ATTRIBUTE org_percentage Numeric
@ATTRIBUTE gov_percentage   Numeric
@ATTRIBUTE net_percentage Numeric
@ATTRIBUTE edu_percentage   Numeric
@ATTRIBUTE other_percentage     Numeric
@ATTRIBUTE isControversial  {yes,no}

@DATA
17,32563,13,94,227,28,1121,5611,0.19978613437889858,0.0019347111752602646,0.0013205171513681173,0.0,0.03571428571428571, 0.8214285714285714, 0.03571428571428571, 0.03571428571428571, 0.03571428571428571, 0.03571428571428571,no
23,31801,46,2472,676,137,3632,5785,0.6278305963699222,0.0016980598094399548,0.0005345743844533191,0.0,0.3357664233576642, 0.291970802919708, 0.1678832116788321, 0.014598540145985401, 0.08029197080291971, 0.10948905109489052,no
9,29586,5,30,40,7,666,4018,0.16575410652065703,0.003886973568579734,0.0011491921854931387,0.0,1, 0, 0, 0, 0, 0,no
16,34809,7,131,276,31,1109,5981,0.18542049824444073,0.0031026458674480737,0.001177856301531213,2.8728202476371054e-05,0.25806451612903225, 0.06451612903225806, 0, 0, 0, 0.6774193548387096,no
11,31385,30,1063,449,94,1295,5530,0.23417721518987342,0.0024215389517285328,0.0005416600286761191,0.0004142106101640911,0.32978723404255317, 0.3617021276595745, 0.07446808510638298, 0.010638297872340425, 0.07446808510638298, 0.14893617021276595,no
9,33551,4,539,580,30,721,5429,0.1328053048443544,0.002145986706804566,0.0008345503859795535,0.0,0.16666666666666666, 0.13333333333333333, 0, 0, 0, 0.7,no
5,31844,6,27,28,9,197,5639,0.034935272211384996,0.00034543399070468536,6.280618012812461e-05,0.0,0.3333333333333333, 0.3333333333333333, 0, 0, 0, 0.3333333333333333,no
4,29349,21,427,614,8,278,5172,0.05375096674400619,0.0019421445364407647,0.0004770179563187843,0.0,0.375, 0.125, 0, 0.125, 0, 0.375,no
10,31518,15,1283,422,70,3115,5980,0.5209030100334449,0.0016815787803794657,0.0006028301288152801,0.0,0.12857142857142856, 0.4142857142857143, 0.11428571428571428, 0.08571428571428572, 0.02857142857142857, 0.22857142857142856,no
13,33767,16,2921,315,23,1362,4967,0.2742097845782162,0.003405691947759647,0.0007403678147303581,0.0,0.9130434782608695, 0, 0, 0, 0, 0.08695652173913043,no
14,35101,6,10,88,7,158,4077,0.038753985773853326,0.0033332383692772287,0.0006267627702914447,2.8489216831429305e-05,0.5714285714285714, 0.14285714285714285, 0, 0, 0, 0.2857142857142857,no
18,34179,24,2011,1464,241,3650,6049,0.6034055215738139,0.0016969484186196203,0.0005266391643991925,2.9257731355510693e-05,0.0912863070539419, 0.46473029045643155, 0.35269709543568467, 0, 0.06224066390041494, 0.029045643153526972,no
28,36243,27,1239,261,72,6667,6035,1.1047224523612262,0.0023728720028695196,0.0013519852109372843,0.0,0.3611111111111111, 0.3194444444444444, 0.1527777777777778, 0.013888888888888888, 0.013888888888888888, 0.1388888888888889,no
6,32966,32,230,314,120,490,3082,0.15898767034393252,0.0019413941636837954,0.0011527027846872536,0.0,0.6833333333333333, 0, 0, 0.1, 0, 0.21666666666666667,no
9,29610,11,356,293,74,1448,5399,0.26819781441007595,0.0019925700776764607,0.000574130361364404,3.3772374197906115e-05,0.12162162162162163, 0.06756756756756757, 0, 0, 0, 0.8108108108108109,no
19,30747,2,208,188,102,1063,4465,0.23807390817469204,0.0025043093635151396,0.0003577584805021628,0.0,0.18627450980392157, 0.35294117647058826, 0.20588235294117646, 0.00980392156862745, 0.10784313725490197, 0.13725490196078433,no
6,29861,4,240,110,85,1361,5247,0.2593863159900896,0.002645591239409263,0.0020427982987843677,0.0,0.6588235294117647, 0.2, 0.11764705882352941, 0, 0, 0.023529411764705882,no
17,33798,13,544,222,46,3541,5664,0.6251765536723164,0.001982365820462749,0.0010059766850109475,0.0,0.32608695652173914, 0.2391304347826087, 0.043478260869565216, 0, 0.043478260869565216, 0.34782608695652173,no
9,29544,12,297,271,121,1013,4769,0.21241350387921995,0.0020308692120227455,0.0006092607636068237,0.00010154346060113728,0.21487603305785125, 0.2975206611570248, 0.10743801652892562, 0.008264462809917356, 0.2727272727272727, 0.09917355371900827,no
13,33657,9,42,104,29,297,4649,0.06388470638847064,0.0022283625991621355,0.0005050955224767508,0.0,0.4827586206896552, 0.3448275862068966, 0.10344827586206896, 0.034482758620689655, 0.034482758620689655, 0,no
2,34773,8,25,272,5,309,5860,0.05273037542662116,0.002243119661806574,0.00011503177752854226,8.62738331464067e-05,0.4, 0, 0.4, 0, 0, 0.2,no
13,33673,13,48,211,60,730,4400,0.16590909090909092,0.0028806462150684524,0.0006533424405309892,2.969738366049951e-05,0.16666666666666666, 0.03333333333333333, 0, 0, 0, 0.8,no
22,34033,32,935,357,154,1387,5616,0.24697293447293447,0.0009402638615461464,0.00017629947403990245,0.0001175329826932683,0.2857142857142857, 0.2792207792207792, 0.14285714285714285, 0, 0.032467532467532464, 0.2597402597402597,no
20,29849,1,225,220,88,1399,5425,0.2578801843317972,0.0030151763878186874,0.0007035411571576938,0.00010050587959395625,0.18181818181818182, 0, 0, 0, 0, 0.8181818181818182,no
35,28788,19,553,253,338,2829,4255,0.6648648648648648,0.0020842017507294707,0.0006947339169098236,0.0,0.5946745562130178, 0.0650887573964497, 0.0029585798816568047, 0, 0, 0.33727810650887574,no
9,34223,32,92,258,67,411,3918,0.10490045941807044,0.0032142126639978963,0.0003506413815270432,0.0,0.40298507462686567, 0.07462686567164178, 0, 0, 0, 0.5223880597014925,no
59,31378,39,551,309,150,1079,5402,0.1997408367271381,0.0024858180891070177,0.0003505640894894512,0.0,0.32, 0.18, 0.006666666666666667, 0.006666666666666667, 0.04, 0.44666666666666666,no
64,35624,8,1209,293,76,3507,5739,0.6110820700470465,0.0027509544127554456,0.0006737031214911295,5.614192679092747e-05,0.6447368421052632, 0.15789473684210525, 0.06578947368421052, 0.039473684210526314, 0, 0.09210526315789473,no
29,31937,24,16,172,35,810,3770,0.21485411140583555,0.0018473870432413814,0.0013777123712308608,3.1311644800701384e-05,0.45714285714285713, 0.17142857142857143, 0, 0.02857142857142857, 0, 0.34285714285714286,no
37,36170,16,838,1127,70,4439,6223,0.7133215490920778,0.002045894387614045,0.0008294166436273154,0.0,0.5857142857142857, 0.08571428571428572, 0.014285714285714285, 0, 0.02857142857142857, 0.2857142857142857,no
19,31220,17,2569,631,106,3641,5977,0.6091684791701523,0.0021780909673286353,0.0006406149903907751,6.406149903907751e-05,0.2641509433962264, 0.22641509433962265, 0.0660377358490566, 0.04716981132075472, 0.03773584905660377, 0.3584905660377358,no
13,32922,21,408,132,55,1413,5275,0.2678672985781991,0.0023388615515460786,0.0006986209829293481,0.0,0.2, 0.12727272727272726, 0.03636363636363636, 0.01818181818181818, 0.03636363636363636, 0.5818181818181818,no
7,30051,6,87,304,59,1600,5474,0.2922908293752284,0.0019300522445176533,0.0011314099364413829,0.0,0.13559322033898305, 0.4406779661016949, 0.1016949152542373, 0.01694915254237288, 0.15254237288135594, 0.15254237288135594,no
28,36122,13,437,340,241,2877,5229,0.5502008032128514,0.0029344997508443608,0.000636731078013399,2.7683959913626046e-05,0.6639004149377593, 0.06224066390041494, 0, 0.0954356846473029, 0.008298755186721992, 0.17012448132780084,no
11,36379,3,17,47,163,468,3708,0.1262135922330097,0.0032161411803513017,0.0004947909508232772,0.00019241870309794111,0.9877300613496932, 0, 0, 0, 0, 0.012269938650306749,no
18,35830,11,36,277,35,626,4009,0.1561486655026191,0.0027909572983533353,0.0008931063354730673,5.58191459670667e-05,0.4857142857142857, 0.2571428571428571, 0, 0.05714285714285714, 0.11428571428571428, 0.08571428571428572,no
10,29917,14,96,379,331,483,2446,0.1974652493867539,0.0017381421934017447,0.0014707357021091687,0.0,0.8670694864048338, 0, 0, 0, 0, 0.13293051359516617,no
36,35860,11,689,343,136,3222,5529,0.5827455236028215,0.002370329057445622,0.00036252091466815395,0.0,0.47058823529411764, 0.029411764705882353, 0.007352941176470588, 0, 0, 0.49264705882352944,no
17,35956,31,6204,497,21,880,4993,0.17624674544362107,0.0008621648681722105,0.0001668706196462343,2.7811769941039048e-05,0.3333333333333333, 0.23809523809523808, 0, 0.047619047619047616, 0, 0.38095238095238093,no
16,33967,5,190,486,20,396,4704,0.08418367346938775,0.002208025436453028,0.0009420908528866253,2.944033915270704e-05,0.4, 0.25, 0.1, 0, 0.1, 0.15,no
11,31904,5,192,218,11,1334,4774,0.2794302471721827,0.002131394182547643,0.0005955366098294885,0.0,0.7272727272727273, 0, 0, 0, 0, 0.2727272727272727,no
16,34829,33,306,288,80,2211,5191,0.4259294933538817,0.0017801257572712394,0.0004019638806741509,0.0,0.7, 0.0125, 0, 0.025, 0, 0.2625,no
51,33555,65,350,303,49,1368,5591,0.24467894830978357,0.0018775145283862315,0.0006258381761287438,0.0,0.3877551020408163, 0.32653061224489793, 0.02040816326530612, 0, 0.061224489795918366, 0.20408163265306123,no
24,34470,28,294,296,105,1612,5815,0.27721410146173686,0.0016536118363794604,0.00040615027560197275,0.0,0.49523809523809526, 0.24761904761904763, 0.0761904761904762, 0.009523809523809525, 0.10476190476190476, 0.06666666666666667,no
6,29534,3,32,43,6,117,4057,0.02883904362829677,0.002099275411390262,0.0016929640414437598,0.0,0.5, 0.16666666666666666, 0, 0, 0.3333333333333333, 0,no
12,30666,15,223,344,39,540,4760,0.1134453781512605,0.002054392486793191,0.0006847974955977304,0.0,0.46153846153846156, 0.46153846153846156, 0.02564102564102564, 0.05128205128205128, 0, 0,no
13,31608,9,155,327,61,1335,5475,0.24383561643835616,0.0017084282460136675,0.0006327512022272843,6.327512022272843e-05,0.9344262295081968, 0, 0.01639344262295082, 0.01639344262295082, 0.01639344262295082, 0.01639344262295082,no
43,34607,29,648,356,57,4723,5687,0.8304905925795675,0.0020227121680584854,0.0008379807553385154,0.0,0.2982456140350877, 0.22807017543859648, 0.017543859649122806, 0.07017543859649122, 0.05263157894736842, 0.3333333333333333,no
17,32822,35,1373,544,116,1970,5991,0.32882657319312303,0.00301626957528487,0.0008835537139723356,0.0,0.47413793103448276, 0.2672413793103448, 0.07758620689655173, 0.02586206896551724, 0.08620689655172414, 0.06896551724137931,no
4,33251,2,111,473,8,96,2001,0.047976011994003,0.0016540855914107847,0.0009022285044058825,3.0074283480196084e-05,0.625, 0.25, 0, 0, 0, 0.125,no
34,33841,7,1044,303,152,8094,5665,1.4287731685789937,0.0029254454655595285,0.0009751484885198428,0.0,0.7171052631578947, 0.07236842105263158, 0.006578947368421052, 0.05921052631578947, 0, 0.14473684210526316,no
13,31657,2,2289,368,20,290,5332,0.05438859714928732,0.0032220362005243707,0.001074012066841457,0.0,0.85, 0.1, 0, 0.05, 0, 0,no
23,30427,3,126,157,17,101,4536,0.0222663139329806,0.0003943865645643672,0.00016432773523515298,0.0,0.23529411764705882, 0.17647058823529413, 0.058823529411764705, 0, 0, 0.5294117647058824,no
23,32652,7,1228,273,70,2039,5967,0.3417127534774594,0.001347543795173343,0.0003981379394830332,0.0,0.5714285714285714, 0.17142857142857143, 0.02857142857142857, 0.014285714285714285, 0.1, 0.11428571428571428,no
26,33714,7,490,506,74,2064,4930,0.41866125760649087,0.002224595123687489,0.0009491605861066619,0.0,0.581081081081081, 0.02702702702702703, 0, 0, 0, 0.3918918918918919,no
18,32620,22,125,325,37,2509,5855,0.4285226302305722,0.0015021459227467812,0.0002452483139178418,0.0,0.16216216216216217, 0.35135135135135137, 0.02702702702702703, 0.02702702702702703, 0, 0.43243243243243246,no
16,30790,53,1236,823,52,1120,5855,0.19128949615713065,0.0012991230919129587,0.0008119519324455992,0.0,0.34615384615384615, 0.23076923076923078, 0, 0, 0.15384615384615385, 0.2692307692307692,no
31,33864,8,125,116,7,1066,5085,0.2096361848574238,0.003927474604299551,0.001151665485471297,2.9529884242853768e-05,0.8571428571428571, 0, 0, 0, 0, 0.14285714285714285,no
43,35930,25,1053,359,51,2913,5895,0.494147582697201,0.0021708878374617313,0.0006679654884497635,2.7831895352073476e-05,0.3137254901960784, 0.43137254901960786, 0.0196078431372549, 0, 0.0196078431372549, 0.21568627450980393,no
25,30621,5,323,411,107,3059,4698,0.6511281396338867,0.0022860128669867086,0.0011430064334933543,0.0,0.9813084112149533, 0.009345794392523364, 0, 0, 0, 0.009345794392523364,no
41,33704,43,1310,851,48,1633,5704,0.2862903225806452,0.0021659150249228576,0.00032637075718015666,2.9670068834559697e-05,0.6458333333333334, 0.0625, 0.020833333333333332, 0, 0.020833333333333332, 0.25,no
7,31892,18,275,172,1,484,3342,0.1448234590065829,0.002508466072996363,0.0011601655587608177,0.0,0, 0, 0, 1, 0, 0,no
8,29541,7,306,399,34,713,5855,0.12177625960717335,0.0006431738939101588,6.770251514843777e-05,0.0,0.058823529411764705, 0.11764705882352941, 0, 0, 0, 0.8235294117647058,no
5,29242,18,1227,307,90,1574,4852,0.32440230832646333,0.0014020928801039602,0.00027357909855687027,0.0,0.25555555555555554, 0.044444444444444446, 0.03333333333333333, 0, 0.03333333333333333, 0.6333333333333333,no
16,30925,11,436,380,59,1709,5564,0.30715312724658517,0.0014227970897332256,0.0019401778496362166,6.467259498787389e-05,0.22033898305084745, 0.06779661016949153, 0.2033898305084746, 0.01694915254237288, 0, 0.4915254237288136,no
10,31294,17,277,277,19,370,5478,0.06754289886820007,0.0024285805585735286,0.00047932511024477534,0.0,0.05263157894736842, 0.9473684210526315, 0, 0, 0, 0,no
4,31582,8,215,341,77,234,4246,0.055110692416391896,0.0017414983218288899,0.0004749540877715154,0.0,0.974025974025974, 0, 0, 0.025974025974025976, 0, 0,no
17,30106,16,811,613,180,1006,5615,0.17916295636687443,0.0017272304524015146,0.00023251179166943468,0.00013286388095396266,0.40555555555555556, 0.09444444444444444, 0.15555555555555556, 0.07222222222222222, 0.022222222222222223, 0.25,no
16,34241,18,327,310,7,746,5063,0.14734347224965436,0.0015186472357699833,0.0006425045997488391,0.0,0, 0.5714285714285714, 0.14285714285714285, 0, 0, 0.2857142857142857,no
9,34320,5,23,65,3,348,3999,0.08702175543885972,0.002534965034965035,0.0019813519813519816,5.8275058275058275e-05,0, 0.3333333333333333, 0, 0.3333333333333333, 0, 0.3333333333333333,no
47,31555,9,758,484,150,3970,5492,0.7228696285506191,0.001964823324354302,0.000982411662177151,3.16906987799081e-05,0.18666666666666668, 0.05333333333333334, 0.006666666666666667, 0, 0.013333333333333334, 0.74,no
42,34000,5,252,171,22,658,5339,0.12324405319348193,0.0019705882352941176,0.00047058823529411766,0.0,0.4090909090909091, 0.2727272727272727, 0.045454545454545456, 0, 0.18181818181818182, 0.09090909090909091,no
6,30601,8,128,230,48,126,3264,0.03860294117647059,0.0035292964282213,0.000882324107055325,0.0,0.22916666666666666, 0.020833333333333332, 0.625, 0, 0.10416666666666667, 0.020833333333333332,no
3,35152,0,92,111,9,105,4131,0.025417574437182282,0.0023327264451524807,0.00014223941738734637,2.8447883477469277e-05,0, 0.3333333333333333, 0, 0.5555555555555556, 0.1111111111111111, 0,no
17,30320,19,926,499,25,918,4979,0.1843743723639285,0.0022427440633245384,0.0002638522427440633,9.894459102902374e-05,0.28, 0.36, 0, 0, 0.04, 0.32,no
20,31109,2,15,74,63,493,2121,0.23243752946723245,0.0009322061139863062,0.0005464656530264554,0.0,0.1746031746031746, 0.14285714285714285, 0.015873015873015872, 0.031746031746031744, 0.015873015873015872, 0.6190476190476191,no
7,31620,23,138,130,22,2155,5279,0.4082212540253836,0.0019924098671726754,0.00044275774826059455,0.0,0.7727272727272727, 0, 0, 0.045454545454545456, 0.045454545454545456, 0.13636363636363635,no
39,32650,13,223,199,166,866,5703,0.15184990355953007,0.0027565084226646246,0.0010719754977029097,0.0,0.35542168674698793, 0.1927710843373494, 0.012048192771084338, 0.006024096385542169, 0.024096385542168676, 0.40963855421686746,no
64,35851,7,1309,610,83,2815,5516,0.5103335750543873,0.0017851663830855484,0.0005020780452428106,2.7893224735711695e-05,0.7349397590361446, 0.1566265060240964, 0.024096385542168676, 0, 0, 0.08433734939759036,no
9,31270,3,578,232,41,517,5836,0.08858807402330364,0.003165973776782859,0.0012472017908538536,0.0,0.21951219512195122, 0.5365853658536586, 0, 0.024390243902439025, 0.12195121951219512, 0.0975609756097561,no
30,31523,12,405,362,57,1623,5545,0.2926961226330027,0.002252323700155442,0.0006661802493417504,0.0,0.3333333333333333, 0.12280701754385964, 0.017543859649122806, 0, 0.017543859649122806, 0.5087719298245614,no
19,29292,8,52,94,86,604,1957,0.3086356668369954,0.003345623378396832,0.00047794619691383315,0.0,0.7209302325581395, 0.011627906976744186, 0, 0.06976744186046512, 0, 0.19767441860465115,no
13,33440,61,112,868,601,3183,2495,1.275751503006012,0.00257177033492823,0.00011961722488038278,0.0,0.7687188019966722, 0.0016638935108153079, 0, 0.0016638935108153079, 0, 0.22795341098169716,no
19,30674,14,178,175,36,1436,5636,0.25479063165365506,0.0027058746821412272,0.00104322879311469,0.0,0.3333333333333333, 0.4722222222222222, 0.05555555555555555, 0, 0.08333333333333333, 0.05555555555555555,no
19,31602,42,2738,620,70,2453,5615,0.43686553873552986,0.0016138219100056959,0.0003480792354914246,0.0,0.45714285714285713, 0.24285714285714285, 0.2, 0.014285714285714285, 0.05714285714285714, 0.02857142857142857,no
33,30351,11,390,286,215,3958,5393,0.7339143333951419,0.0030641494514184048,0.0006260090277091365,0.0,0.8418604651162791, 0.05581395348837209, 0, 0.023255813953488372, 0.009302325581395349, 0.06976744186046512,no
9,29869,32,913,628,13,659,5645,0.11674047829937999,0.0022431283270280223,0.0007030700726505742,0.0,0.07692307692307693, 0.8461538461538461, 0, 0, 0, 0.07692307692307693,no
6,33171,4,629,335,46,709,5090,0.1392927308447937,0.002321304754152724,0.0011154321545928673,3.0146814988996414e-05,0.21739130434782608, 0.021739130434782608, 0, 0, 0, 0.7608695652173914,no
35,35419,30,677,478,264,1994,5084,0.3922108575924469,0.0029080437053558826,0.0005364352466190463,5.6466868065162765e-05,0.38636363636363635, 0.06060606060606061, 0.003787878787878788, 0, 0, 0.5492424242424242,no
3,36402,14,98,262,49,275,4846,0.05674783326454808,0.0016207900664798637,0.0006867754518982474,0.0,0.6326530612244898, 0.16326530612244897, 0.04081632653061224, 0, 0.061224489795918366, 0.10204081632653061,no
13,31912,68,252,305,107,1368,5762,0.2374175633460604,0.0023188769115066433,0.0010967661067936827,0.0,0.19626168224299065, 0.028037383177570093, 0, 0.06542056074766354, 0, 0.7102803738317757,no
17,33647,3,4,8,113,290,2455,0.11812627291242363,2.9720331678901538e-05,2.9720331678901538e-05,0.0,1, 0, 0, 0, 0, 0,no
49,34061,6,2327,500,156,6625,4349,1.523338698551391,0.0033469363788497107,0.0007926954581486157,0.0,0.9743589743589743, 0.01282051282051282, 0, 0, 0, 0.01282051282051282,no
24,35888,7,260,309,5,768,4826,0.1591380024865313,0.003288007133303611,0.0009473918858671422,0.0,0.8, 0, 0, 0, 0, 0.2,no
5,29604,2,107,109,1,144,4495,0.03203559510567297,0.00040535062829347385,0.00010133765707336846,0.0,1, 0, 0, 0, 0, 0,no
28,32530,8,119,249,59,880,3501,0.2513567552127963,0.004027051952044267,0.0011988933292345527,0.0,0.9322033898305084, 0, 0, 0.03389830508474576, 0, 0.03389830508474576,no
6,33010,2,228,359,15,983,4613,0.21309343160632993,0.002968797334141169,0.0010602847621932747,0.0,0.4, 0, 0, 0, 0, 0.6,no
19,35289,6,497,305,92,1879,6005,0.3129059117402165,0.0022103204964719885,0.0012468474595483013,0.0,0.532608695652174, 0.33695652173913043, 0.043478260869565216, 0.021739130434782608, 0.05434782608695652, 0.010869565217391304,no
22,33857,24,527,439,111,2175,5555,0.3915391539153915,0.0016835514073899045,0.0006202557816699649,0.0,0.6036036036036037, 0.10810810810810811, 0.018018018018018018, 0.036036036036036036, 0.009009009009009009, 0.22522522522522523,no
17,31920,34,1828,711,33,1662,5856,0.2838114754098361,0.002631578947368421,0.0007518796992481203,0.0002506265664160401,0.5454545454545454, 0.36363636363636365, 0.030303030303030304, 0, 0.030303030303030304, 0.030303030303030304,no
17,30246,15,864,416,20,1821,5526,0.3295331161780673,0.0016531111551940753,0.0006281822389737486,0.0,0.1, 0.65, 0, 0.1, 0, 0.15,no
23,35405,21,6720,511,202,7426,6161,1.2053238110696316,0.0017794096878971898,0.0007343595537353481,0.0,0.7178217821782178, 0.2079207920792079, 0.009900990099009901, 0, 0, 0.06435643564356436,no
14,30754,5,100,521,22,469,5151,0.0910502814987381,0.004227092410743318,0.000552773622943357,0.0,0.2727272727272727, 0.2727272727272727, 0.045454545454545456, 0.045454545454545456, 0.13636363636363635, 0.22727272727272727,no
30,29721,14,61,277,124,3676,4737,0.7760185771585392,0.0025907607415632046,0.0007065711113354194,0.0,0.8467741935483871, 0.008064516129032258, 0, 0.04838709677419355, 0, 0.0967741935483871,no
41,33279,12,170,213,44,1121,5349,0.20957188259487755,0.0020733796087622825,0.0009014693951140359,9.014693951140358e-05,0.6590909090909091, 0.11363636363636363, 0.022727272727272728, 0, 0.06818181818181818, 0.13636363636363635,no
4,33302,0,155,221,323,18,4180,0.00430622009569378,0.0,0.0,0.0,0, 0, 0, 0, 0, 1,no
6,32154,0,91,784,45,48,1893,0.025356576862123614,0.0018349194501461716,0.0005287056042794054,0.0,0.24444444444444444, 0.24444444444444444, 0.08888888888888889, 0.06666666666666667, 0, 0.35555555555555557,no
13,32891,6,327,589,56,318,3721,0.08546089760816984,0.0030403453832355356,0.0008208932534735946,0.0,0.32142857142857145, 0.2857142857142857, 0, 0.03571428571428571, 0, 0.35714285714285715,no
14,29760,9,570,240,29,1510,4698,0.3214133673903789,0.0018481182795698926,0.0006720430107526882,0.0,0.7241379310344828, 0.2413793103448276, 0, 0, 0, 0.034482758620689655,no
23,30122,44,39,267,59,309,1329,0.2325056433408578,0.0017927096474337693,0.00039837992165194875,0.000497974902064936,0.4576271186440678, 0.3220338983050847, 0.1864406779661017, 0.03389830508474576, 0, 0,no
5,33945,21,102,457,90,75,682,0.10997067448680352,0.002209456473707468,0.0002651347768448962,0.0,0.044444444444444446, 0, 0, 0, 0, 0.9555555555555556,no
13,35322,8,24,601,95,273,3439,0.07938354172724629,0.0020100787044901197,0.0007643961270596229,0.00036804257969537396,0.7684210526315789, 0.12631578947368421, 0.010526315789473684, 0.010526315789473684, 0.010526315789473684, 0.07368421052631578,no
14,29430,3,19,165,126,743,1519,0.489137590520079,0.0018688413183826028,0.0011892626571525654,0.0,0.2619047619047619, 0, 0, 0, 0, 0.7380952380952381,no
30,31290,82,1504,696,87,1196,5855,0.20426985482493595,0.0020134228187919465,0.0005752636625119846,0.00022371364653243848,0.19540229885057472, 0.5172413793103449, 0.034482758620689655, 0.011494252873563218, 0, 0.2413793103448276,no
6,29369,0,46,132,32,362,4125,0.08775757575757576,0.003098505226599476,0.0012938813034151656,3.404950798460962e-05,0.90625, 0.09375, 0, 0, 0, 0,no
24,30279,49,685,370,40,1188,5608,0.21184022824536378,0.0017834142474982661,0.0009247333135176195,3.302618976848641e-05,0.175, 0.05, 0, 0.025, 0, 0.75,no
8,33186,9,5,408,26,107,2675,0.04,0.0032242511902609533,0.0016271921894774905,3.01331886940276e-05,0.8461538461538461, 0, 0, 0, 0, 0.15384615384615385,no
15,31528,27,793,508,46,1681,5613,0.29948334224122575,0.001141842172037554,0.0013321492007104796,0.0,0.782608695652174, 0.06521739130434782, 0, 0, 0, 0.15217391304347827,no
45,35889,17,1328,674,177,4476,5539,0.8080881025455858,0.0020340494301875228,0.0012538660871018975,0.00016718214494691966,0.8022598870056498, 0.1016949152542373, 0.05084745762711865, 0, 0.005649717514124294, 0.03954802259887006,no
7,9026,4,82,133,48,755,4468,0.1689794091316025,0.0009971194327498339,0.0005539552404165743,0.0,0.5, 0.1875, 0.020833333333333332, 0, 0.041666666666666664, 0.25,no
14,11059,5,37,70,15,175,3470,0.05043227665706052,0.001627633601591464,0.0007233927118184284,0.0,0.6666666666666666, 0.26666666666666666, 0, 0, 0, 0.06666666666666667,no
47,13303,8,415,117,29,396,5455,0.07259395050412466,0.0010523941967977147,0.00037585507028489815,0.0,0.20689655172413793, 0.13793103448275862, 0.034482758620689655, 0, 0.06896551724137931, 0.5517241379310345,no
20,11005,4,58,62,18,115,4420,0.026018099547511313,0.0028169014084507044,0.0010904134484325306,0.0,0, 0.5555555555555556, 0.05555555555555555, 0, 0.1111111111111111, 0.2777777777777778,no
4,7475,0,45,61,23,62,2372,0.026138279932546374,0.002274247491638796,0.0006688963210702341,0.0,0.5217391304347826, 0.2608695652173913, 0.13043478260869565, 0.043478260869565216, 0, 0.043478260869565216,no
4,8879,1,7231,53,28,1399,4594,0.304527644754027,0.001802004730262417,0.0012388782520554116,0.0,0.4642857142857143, 0.21428571428571427, 0.07142857142857142, 0.03571428571428571, 0.17857142857142858, 0.03571428571428571,no
20,8272,10,501,576,39,303,2835,0.10687830687830688,0.0013297872340425532,0.00024177949709864604,0.0,0.6153846153846154, 0.1282051282051282, 0.20512820512820512, 0, 0, 0.05128205128205128,no
10,11153,6,82,175,25,103,3041,0.03387043735613285,0.002420873307630234,0.0005379718461400521,0.0,0, 0.08, 0, 0, 0, 0.92,no
15,13575,5,29,80,18,342,4529,0.07551335835725326,0.004051565377532229,0.0014732965009208103,0.0,0.8888888888888888, 0, 0, 0.1111111111111111, 0, 0,no
4,10469,1,128,169,3,59,4267,0.013827044762127958,0.0002865603209475595,0.0,0.0,1, 0, 0, 0, 0, 0,no
23,11112,3,71,103,52,387,2081,0.18596828447861605,0.004319654427645789,0.0010799136069114472,0.0,0.5576923076923077, 0.019230769230769232, 0, 0, 0, 0.4230769230769231,no
22,14213,4,142,135,25,934,3811,0.24508003148779847,0.0023921761767396045,0.0009146555969886724,0.0,0.72, 0.16, 0, 0, 0, 0.12,no
15,8698,0,106,138,15,54,2893,0.018665744901486345,0.0024143481260059784,0.0005748447919061853,0.0,0.9333333333333333, 0, 0, 0, 0.06666666666666667, 0,no
10,14284,7,68,113,20,141,2613,0.0539609644087256,0.0024502940352842343,0.0006300756090730887,0.0,0.05, 0.6, 0, 0.2, 0, 0.15,no
8,9007,2,1,90,1,48,4643,0.010338143441740255,0.0032197179971133563,0.00033307427556345063,0.0,1, 0, 0, 0, 0, 0,no
8,9182,6,47,65,40,126,4051,0.03110343125154283,0.003593988237856676,0.0018514484861685907,0.00021781746896101068,0.4, 0.075, 0, 0.05, 0, 0.475,no
17,9180,11,710,237,26,837,4742,0.1765078026149304,0.0015250544662309367,0.00010893246187363834,0.0,0.038461538461538464, 0.07692307692307693, 0, 0, 0, 0.8846153846153846,no
23,8007,3,22,54,27,152,4695,0.03237486687965921,0.0007493443237167478,0.00012489072061945796,0.0,0.1111111111111111, 0.6296296296296297, 0.037037037037037035, 0, 0.037037037037037035, 0.18518518518518517,no
30,11824,2,473,265,22,518,5631,0.09199076540578938,0.0016914749661705007,0.0005074424898511502,0.0,0.36363636363636365, 0.18181818181818182, 0.045454545454545456, 0, 0.09090909090909091, 0.3181818181818182,no
26,8014,2,76,111,62,109,4675,0.023315508021390374,0.0016221612178687298,0.0002495632642874969,0.0,0.0967741935483871, 0.3870967741935484, 0.2903225806451613, 0, 0.14516129032258066, 0.08064516129032258,no
