pageid,net_percentage,org_percentage,avg_revs_per_day,num_links_in,num_controversial_words,gov_percentage,num_negative_words,num_images,com_percentage,article_age_in_days,num_revisions,edu_percentage,num_links_out,other_percentage,num_categories,num_positive_words,num_words,num_references,class
876930, 0.007518796992481203, 0.03007518796992481,0.32275025278058644,149,0, 0,5,2,0.17293233082706766,4945,1596, 0,205, 0.7894736842105263,45,58,25719,133,no
14183, 0.17857142857142858, 0.125,0.6020236087689713,1238,0, 0,26,25,0.48214285714285715,5930,3570, 0.03571428571428571,1097, 0.17857142857142858,10,41,20976,56,yes
9231869, 0, 0,0.09494298463063956,31,0, 0,1,0,1,4034,383, 0,9, 0,6,4,1904,6,yes
20266466, 0, 1,0.0020722320899940793,6,0, 0,0,3,0,3378,7, 0,9, 0,5,1,255,1,no
892426, 0, 0.15384615384615385,0.08019441069258809,163,0, 0.07692307692307693,1,0,0.5769230769230769,4938,396, 0,137, 0.19230769230769232,16,12,3991,26,no
15852, 0.011627906976744186, 0.05813953488372093,2.3667338032896947,5768,5, 0.023255813953488372,82,42,0.6395348837209303,5958,14101, 0.011627906976744186,746, 0.2558139534883721,89,168,69420,172,yes
2853846, 0.3333333333333333, 0.3333333333333333,0.00775022143489814,27,0, 0,0,2,0.3333333333333333,4516,35, 0,74, 0,5,2,880,3,no
19572217, 0.0016638935108153079, 0.3627287853577371,0.8955636112549629,2064,2, 0.46422628951747086,90,30,0.07321131447587355,5793,5188, 0.04326123128119801,644, 0.05490848585690516,18,141,51884,601,yes
381552, 0, 0.5,0.2325312800769971,31,0, 0.1,13,2,0.3,5195,1208, 0,31, 0.1,6,14,6882,20,yes
19283178, 0.023076923076923078, 0.24615384615384617,1.394852581853722,4080,0, 0.007692307692307693,151,68,0.4307692307692308,6139,8563, 0.07692307692307693,1130, 0.2153846153846154,77,291,114260,130,yes
8135890, 0, 0.06395348837209303,2.840282524493051,1991,0, 0.0029069767441860465,20,18,0.8226744186046512,4389,12466, 0.005813953488372093,419, 0.10465116279069768,53,90,36447,344,yes
15688797, 0, 0.3333333333333333,0.010385351188849413,258,0, 0,0,7,0,3659,38, 0,275, 0.6666666666666666,4,0,180,3,no
78747, 0.024875621890547265, 0.06467661691542288,0.8953611898016998,828,0, 0.004975124378109453,33,18,0.6616915422885572,5648,5057, 0,463, 0.24378109452736318,49,164,59213,201,yes
14457, 0.004405286343612335, 0.09251101321585903,1.160708205652026,701,0, 0.004405286343612335,14,35,0.3656387665198238,5874,6818, 0,448, 0.5330396475770925,35,70,35870,227,yes
26883505, 0, 0.4,0.019157088122605363,59,0, 0,0,2,0.1,2871,55, 0,69, 0.5,9,4,2419,10,no
27802465, 0, 0,0.00572041473006793,5,0, 0,0,0,0,2797,16, 0,25, 1,5,1,1769,1,no
106402, 0.12195121951219512, 0.1951219512195122,0.11926441706838065,482,0, 0.024390243902439025,30,0,0.34146341463414637,5601,668, 0.04878048780487805,310, 0.2682926829268293,7,32,12316,41,yes
168540, 0.0036101083032490976, 0.021660649819494584,1.798512876314835,2718,1, 0.0036101083032490976,36,8,0.9097472924187726,5514,9917, 0.0036101083032490976,567, 0.05776173285198556,50,70,48529,277,yes
381399, 0.06896551724137931, 0.28735632183908044,0.7625063163213744,3334,2, 0.05747126436781609,19,34,0.28735632183908044,5937,4527, 0,359, 0.2988505747126437,8,78,26638,87,yes
169496, 0.027777777777777776, 0.2638888888888889,0.27925966249319545,518,0, 0.05555555555555555,11,7,0.4861111111111111,5511,1539, 0.041666666666666664,751, 0.125,40,55,26320,72,yes
21451794, 0, 0,0.006980273141122913,7,0, 0,0,2,1,3295,23, 0,11, 0,12,0,158,1,no
1017769, 0, 0,0.022485690923957483,269,0, 0,0,10,0.8,4892,110, 0.2,271, 0,6,4,3282,5,no
19149456, 0, 1,0.004342790966994789,5,0, 0,0,3,0,3454,15, 0,10, 0,9,0,957,1,no
495353, 0, 0,0.029988239905919246,167,0, 0,31,3,0.5,5102,153, 0.25,170, 0.25,3,76,17703,4,no
7627929, 0, 0,0.48475314617618587,294,0, 0,8,7,1,4132,2003, 0,200, 0,18,20,14471,38,yes
216102, 0.010101010101010102, 0.40404040404040403,1.5602365114560237,853,9, 0.21212121212121213,23,9,0.20707070707070707,5412,8444, 0.050505050505050504,809, 0.11616161616161616,22,39,28523,198,yes
38479160, 0, 0,0.010911074740861976,6,0, 0,0,2,1,1833,20, 0,12, 0,14,0,1403,4,no
47646, 0.032679738562091505, 0.23529411764705882,1.9663677130044843,2599,1, 0.006535947712418301,30,32,0.5751633986928104,5798,11401, 0.0392156862745098,1433, 0.1111111111111111,32,203,69615,153,yes
5042916, 0, 0.1109350237717908,3.4166666666666665,168256,1, 0.00792393026941363,16,51,0.5673534072900158,5952,20336, 0.009508716323296355,1043, 0.30427892234548337,40,117,58559,631,yes
13869, 0.028901734104046242, 0.04046242774566474,2.4560494652406417,14049,1, 0.005780346820809248,40,37,0.8323699421965318,5984,14697, 0.005780346820809248,868, 0.08670520231213873,24,150,73499,173,yes
46409927, 0, 0,0.0125,16,0, 0,0,4,0.3333333333333333,1040,13, 0,22, 0.6666666666666666,6,4,653,3,no
28399, 0, 0.16666666666666666,0.391835368914171,2826,0, 0.041666666666666664,4,94,0.3333333333333333,5977,2342, 0,376, 0.4583333333333333,40,27,20256,24,yes
34059, 0.005434782608695652, 0.24456521739130435,2.1774987273035804,7574,0, 0.03804347826086957,175,50,0.4891304347826087,5893,12832, 0.03804347826086957,1189, 0.18478260869565216,22,289,136028,184,yes
53528343, 0, 0,0.005970149253731343,13,0, 0,0,1,0,335,2, 0,17, 1,5,1,630,1,no
42916227, 0, 0,0.030927835051546393,4,0, 0,2,2,0.5,1358,42, 0,14, 0.5,3,1,1266,2,no
43075314, 0, 0.6666666666666666,0.011185682326621925,54,0, 0,0,4,0,1341,15, 0,68, 0.3333333333333333,13,3,812,3,no
31637715, 0, 0,0.005231388329979879,9,0, 0.3333333333333333,0,3,0.6666666666666666,2485,13, 0,11, 0,4,2,1789,6,no
36114450, 0, 0,0.002890173410404624,3,0, 0.5,0,1,0.25,2076,6, 0.25,16, 0,10,2,703,4,no
46782867, 0, 0,0.012,5,0, 0,0,3,0,1000,12, 0,12, 1,11,0,629,1,no
45377937, 0, 0,0.014532243415077202,52,0, 0,2,3,0.8888888888888888,1101,16, 0.1111111111111111,68, 0,10,5,2899,9,no
32400177, 0, 0.5,0.005391953546246371,5,0, 0,0,5,0,2411,13, 0,16, 0.5,7,1,757,2,no
3537713, 0, 0,0.01104847801578354,169,0, 0,5,3,0,4435,49, 0,210, 1,11,13,5250,3,no
28246, 0.06896551724137931, 0.27586206896551724,1.370438567124205,2467,0, 0,55,61,0.4827586206896552,5974,8187, 0.034482758620689655,1203, 0.13793103448275862,24,282,69509,116,yes
18665859, 0, 0.6666666666666666,0.0034413535990823058,57,0, 0,0,5,0,3487,12, 0,68, 0.3333333333333333,5,0,380,3,no
26184067, 0, 0.5,0.002050580997949419,5,0, 0.3,0,2,0,2926,6, 0.2,27, 0,7,3,884,10,no
31175, 0.0072992700729927005, 0.49635036496350365,0.23882610895597908,238,1, 0,74,4,0.24087591240875914,5929,1416, 0,380, 0.25547445255474455,18,143,64379,137,yes
11052957, 0, 0,0.008117706747843734,10,0, 0,0,2,0,3942,32, 0,23, 1,7,4,2614,4,no
34266828, 0, 0.3,0.012516763522574878,7,0, 0.1,0,0,0,2237,28, 0,24, 0.6,14,6,4305,10,no
15247542, 0.003861003861003861, 0.28957528957528955,2.361111111111111,4623,0, 0.015444015444015444,102,31,0.4942084942084942,5940,14025, 0.10038610038610038,1365, 0.09652509652509653,23,149,53841,259,yes
7619919, 0, 0.5,0.00968054211035818,124,0, 0.5,1,8,0,4132,40, 0,194, 0,9,5,1560,2,no
4124046, 0.014492753623188406, 0.11884057971014493,0.7327094270714449,377,1, 0.014492753623188406,121,14,0.3333333333333333,4381,3210, 0.002898550724637681,377, 0.5159420289855072,28,129,98569,345,yes
3009092, 0, 0.34375,0.16745997403721333,18,0, 0.375,24,3,0.1875,4622,774, 0.09375,76, 0,15,36,18017,32,yes
17173785, 0, 0.04090909090909091,1.2305614508971638,885,0, 0.004545454545454545,27,7,0.6,5183,6378, 0,642, 0.35454545454545455,32,92,35405,220,yes
25492329, 0, 0,0.013082858101308286,71,0, 0,0,3,0,2981,39, 0,118, 1,6,2,1017,3,no
2282040, 0.016666666666666666, 0.16666666666666666,0.09732201175702156,13,0, 0,17,4,0.7333333333333333,4593,447, 0.016666666666666666,32, 0.06666666666666667,8,35,13519,60,yes
7797671, 0, 0,0.01455957291919437,9,0, 0,0,2,0.75,4121,60, 0,25, 0.25,10,3,1633,4,no
17247018, 0, 0,0.0030752026838132512,122,0, 0,0,3,0,3577,11, 1,141, 0,5,0,585,1,no
144178, 0.015625, 0.171875,1.6186638008239298,251,0, 0.005208333333333333,38,15,0.5416666666666666,5583,9037, 0.005208333333333333,365, 0.2604166666666667,39,127,37220,192,yes
9530099, 0.04477611940298507, 0.4925373134328358,0.3933814381686987,337,0, 0.029850746268656716,23,7,0.23880597014925373,4019,1581, 0.07462686567164178,254, 0.11940298507462686,17,58,22440,67,yes
20391040, 0, 0,0.004449718184514981,2,0, 0,1,2,0,3371,15, 0,21, 1,6,1,642,1,no
12441, 0.007692307692307693, 0.3384615384615385,1.0201612903225807,2672,1, 0,49,18,0.24615384615384617,5952,6072, 0.07692307692307693,821, 0.33076923076923076,15,79,48212,130,yes
221182, 0, 0.047619047619047616,0.10272071071626875,207,0, 0.011904761904761904,8,4,0.25,5403,555, 0,206, 0.6904761904761905,29,19,9940,84,no
6438, 0.012987012987012988, 0.4155844155844156,0.6830163496830164,13579,0, 0.38961038961038963,16,13,0.07142857142857142,5994,4094, 0.05194805194805195,325, 0.05844155844155844,18,63,24685,154,yes
24591, 0.0392156862745098, 0.3627450980392157,0.4402759084791386,1081,2, 0,40,14,0.45098039215686275,5944,2617, 0.029411764705882353,623, 0.11764705882352941,42,114,33066,102,yes
2941511, 0, 0.04186046511627907,3.286190053285968,1809,5, 0.013953488372093023,60,28,0.8883720930232558,4504,14801, 0.004651162790697674,964, 0.05116279069767442,78,152,59518,430,yes
38023324, 0, 0,0.015425531914893617,11,0, 0,0,11,1,1880,29, 0,9, 0,10,0,231,1,no
5052197, 0.011811023622047244, 0.047244094488188976,1.0994940978077572,6115,2, 0.003937007874015748,22,40,0.6692913385826772,5930,6520, 0.007874015748031496,1459, 0.25984251968503935,92,119,60713,254,yes
14778577, 0, 0,0.012927551844869378,8,0, 0,1,1,0.3333333333333333,3713,48, 0,13, 0.6666666666666666,14,7,1876,3,no
1008588, 0, 0.45652173913043476,0.9724091520861373,1305,0, 0.043478260869565216,34,9,0.2391304347826087,5944,5780, 0.10869565217391304,495, 0.15217391304347827,10,88,35236,92,yes
9611798, 0.6666666666666666, 0.3333333333333333,0.0112079701120797,3,0, 0,2,8,0,4015,45, 0,6, 0,7,2,1200,3,no
32611, 0.01444043321299639, 0.21299638989169675,2.5631720430107525,16294,5, 0.11191335740072202,114,111,0.33935018050541516,5952,15256, 0.1552346570397112,1505, 0.16606498194945848,65,210,122085,277,yes
278119, 0.0125, 0.04375,0.8497837939462305,740,0, 0.0125,17,6,0.83125,5319,4520, 0.0125,322, 0.0875,34,44,21091,160,yes
27241478, 0, 0.3333333333333333,0.003163444639718805,2,0, 0,0,3,0.3333333333333333,2845,9, 0,4, 0.3333333333333333,7,0,113,3,no
1587917, 0, 0.0989010989010989,0.5354347366194203,175,0, 0.01098901098901099,5,6,0.8681318681318682,4727,2531, 0,111, 0.02197802197802198,38,24,11577,91,yes
38711238, 0, 0,0.02154696132596685,11,0, 0,0,1,0.5,1810,39, 0,38, 0.5,5,0,332,2,no
34272, 0, 0.3,0.5612109115103127,2694,1, 0.07,30,30,0.33,6012,3374, 0.04,629, 0.26,42,74,41576,100,yes
32587, 0.00510204081632653, 0.30357142857142855,2.1466755763448044,1786,49, 0.1836734693877551,69,49,0.3877551020408163,5986,12850, 0.012755102040816327,1061, 0.10714285714285714,24,80,54795,392,yes
5058628, 0, 0.1976190476190476,1.4555759293215536,2105,9, 0.05,52,39,0.6642857142857143,5999,8732, 0.03333333333333333,959, 0.05476190476190476,64,119,56185,420,yes
23995233, 0, 0,0.002252977148374638,1,0, 0,0,2,0.5,3107,7, 0,9, 0.5,4,0,167,2,no
23808, 0.01680672268907563, 0.2605042016806723,0.8767827529021559,2593,1, 0.008403361344537815,109,39,0.3445378151260504,6030,5287, 0.10084033613445378,957, 0.2689075630252101,49,260,112247,119,yes
4173, 0, 0.11827956989247312,1.258290284952508,2315,2, 0.021505376344086023,115,35,0.8172043010752689,6001,7551, 0.010752688172043012,1256, 0.03225806451612903,42,227,91104,93,yes
26999016, 0.1111111111111111, 0.3333333333333333,0.008735150244584208,74,0, 0.1111111111111111,0,18,0.4444444444444444,2862,25, 0,182, 0,5,1,3579,9,no
20291651, 0, 0.2222222222222222,0.07521468759253776,422,0, 0,5,4,0.2222222222222222,3377,254, 0.037037037037037035,37, 0.5185185185185185,9,10,5670,27,no
23805, 0.002457002457002457, 0.1891891891891892,2.776494224008036,7096,8, 0.004914004914004914,78,50,0.3783783783783784,5973,16584, 0.019656019656019656,1889, 0.40540540540540543,103,298,111810,407,yes
51487, 0, 0.16535433070866143,0.6514047866805411,1082,10, 0.10236220472440945,46,15,0.2992125984251969,5766,3756, 0.07086614173228346,534, 0.36220472440944884,49,131,54852,127,yes
36719098, 0, 0,0.020864381520119227,12,0, 0,1,3,0,2013,42, 0,14, 1,7,0,1508,1,no
21073732, 0.028037383177570093, 0.38317757009345793,1.3800687285223368,3052,0, 0.09345794392523364,85,47,0.308411214953271,5820,8032, 0.12149532710280374,1204, 0.06542056074766354,44,169,91204,107,yes
24844034, 0, 0,0.01383399209486166,61,0, 0,1,4,1,3036,42, 0,85, 0,16,10,3735,14,no
507785, 0, 0.49295774647887325,0.04552590266875981,441,0, 0.352112676056338,9,21,0,5096,232, 0,239, 0.15492957746478872,5,31,10544,71,no
392807, 0, 0.38,0.32439729990356797,412,1, 0.02,61,5,0.32,5185,1682, 0.02,417, 0.26,30,115,64437,50,yes
16743, 0, 0.32142857142857145,1.9924862247453665,4189,0, 0.007142857142857143,60,38,0.42857142857142855,5989,11933, 0.07857142857142857,1259, 0.16428571428571428,87,194,74082,140,yes
25020555, 0, 1,0.010589013898080741,43,0, 0,1,4,0,3022,32, 0,95, 0,4,3,784,1,no
2010174, 0, 0.4418604651162791,0.4830709510459349,90,1, 0.23255813953488372,64,11,0.2248062015503876,4637,2240, 0.08527131782945736,162, 0.015503875968992248,20,67,54590,129,no
51852004, 0, 0.2727272727272727,0.04344262295081967,6,0, 0.2727272727272727,0,0,0.45454545454545453,1220,53, 0,2, 0,2,5,1550,22,no
46961089, 0, 0.16666666666666666,0.022426095820591234,3,0, 0,0,2,0.6666666666666666,981,22, 0,11, 0.16666666666666666,5,0,669,6,no
1558354, 0, 0.34782608695652173,0.2221752903907075,207,1, 0,7,64,0.08695652173913043,4735,1052, 0,543, 0.5652173913043478,8,31,14115,23,yes
56873, 0, 0.28651685393258425,0.48000698445957746,231,55, 0.3202247191011236,32,8,0.20786516853932585,5727,2749, 0.056179775280898875,395, 0.12921348314606743,21,34,24303,178,yes
16218, 0, 0.102803738317757,0.9857573726541555,225,3, 0.018691588785046728,90,8,0.822429906542056,5968,5883, 0.009345794392523364,239, 0.04672897196261682,57,150,76663,107,yes
37063498, 0, 0.25,0.0015182186234817814,266,0, 0,0,4,0,1976,3, 0,285, 0.75,5,0,283,4,no
19568112, 0, 0.2073170731707317,1.9257219162076449,10313,157, 0.024390243902439025,56,31,0.5975609756097561,5991,11537, 0,353, 0.17073170731707318,15,175,58952,82,yes
743568, 0, 0.5,0.007618283881315156,113,0, 0,0,2,0,4988,38, 0,127, 0.5,7,1,1144,4,no
35210188, 0, 0,0.010208816705336427,10,0, 0,0,3,0,2155,22, 0,21, 1,10,0,917,1,no
21295977, 0.5, 0,0.0030238887208950713,15,0, 0,4,1,0.5,3307,10, 0,16, 0,7,6,2238,2,no
166202, 0.026415094339622643, 0.19245283018867926,2.0625,2622,0, 0.1320754716981132,53,79,0.22264150943396227,5520,11385, 0.052830188679245285,875, 0.37358490566037733,38,110,62704,265,yes
27540718, 0.0029850746268656717, 0.14328358208955225,0.9921985815602837,199,0, 0,104,12,0.8208955223880597,2820,2798, 0.023880597014925373,353, 0.008955223880597015,19,206,66032,335,yes
11929528, 0, 0.6,0.00796710357234644,22,0, 0,0,5,0,3891,31, 0,49, 0.4,9,0,96,5,no
18984451, 0.09523809523809523, 0,0.013564213564213565,4,0, 0,3,0,0.8571428571428571,3465,47, 0,66, 0.047619047619047616,8,18,8351,21,no
150136, 0, 0.024390243902439025,0.16873315363881403,542,0, 0.024390243902439025,7,5,0.926829268292683,5565,939, 0,190, 0.024390243902439025,17,30,15376,41,yes
5920, 0.011764705882352941, 0.16470588235294117,0.22721991701244812,1365,0, 0.09411764705882353,11,21,0.2,6025,1369, 0.03529411764705882,540, 0.49411764705882355,26,29,20377,85,yes
44231821, 0, 0,0.019867549668874173,71,0, 0,2,0,0.7,1208,24, 0,90, 0.3,7,15,5088,20,no
6682088, 0, 0,0.017405817835002384,29,0, 0,0,4,1,4194,73, 0,25, 0,11,4,1926,2,no
75890, 0.012195121951219513, 0.15853658536585366,1.0250734912675081,536,1, 0.024390243902439025,46,9,0.7804878048780488,5783,5928, 0.024390243902439025,133, 0,9,55,24280,82,yes
39434784, 0, 0,0.012687427912341407,3,0, 0,0,0,0,1734,22, 0,13, 1,7,3,1559,3,no
3439232, 0, 0,0.1090868196131354,117,0, 0,3,2,1,4446,485, 0,105, 0,8,5,1428,1,no
41940, 0.016, 0.24,0.4191945158526135,1236,2, 0.04,68,23,0.52,5835,2446, 0.04,512, 0.144,15,211,78323,125,yes
3850274, 0, 0,0.01975028376844495,6,0, 0,2,3,0.5,4405,87, 0.5,24, 0,7,1,2421,2,no
26061, 0.011560693641618497, 0.09248554913294797,0.9375418620227729,25413,0, 0.011560693641618497,22,98,0.19653179190751446,5972,5599, 0.005780346820809248,1353, 0.6820809248554913,29,156,79117,173,no
8580672, 0.3333333333333333, 0,0.018659464767984288,6,0, 0,2,4,0.6666666666666666,4073,76, 0,32, 0,13,2,2517,3,no
55155940, 0, 0.38461538461538464,0.23170731707317074,176,0, 0,5,1,0.6153846153846154,164,38, 0,179, 0,4,14,6706,13,no
11534128, 0, 0.25,0.01481859989780276,108,0, 0,0,2,0.75,3914,58, 0,118, 0,19,0,722,4,no
19394613, 0, 0.043478260869565216,1.413227130098962,629,0, 0.004830917874396135,5,12,0.8888888888888888,4143,5855, 0,264, 0.06280193236714976,47,42,21223,207,yes
7966, 0, 0.15730337078651685,1.2315139375730262,4503,0, 0,36,41,0.6966292134831461,5991,7378, 0,1136, 0.14606741573033707,23,202,79811,89,yes
45388315, 0, 0.25,0.025454545454545455,5,0, 0,1,4,0,1100,28, 0,8, 0.75,6,5,2997,4,no
345597, 0, 0.06521739130434782,0.09629346580053497,64,0, 0,16,10,0.34782608695652173,5234,504, 0,91, 0.5869565217391305,18,53,16497,46,yes
38057558, 0, 0,0.029850746268656716,182,0, 0,0,16,1,1876,56, 0,242, 0,4,0,248,1,no
11544797, 0, 0.2727272727272727,0.023000255558395095,6,0, 0.09090909090909091,0,0,0.09090909090909091,3913,90, 0.18181818181818182,34, 0.36363636363636365,15,4,1931,11,no
5990829, 0, 0.42857142857142855,0.03023860146468226,29,0, 0.42857142857142855,0,5,0.14285714285714285,4233,128, 0,58, 0,10,6,2820,7,no
371248, 0, 0.2857142857142857,0.6061479346781941,6624,0, 0.02857142857142857,30,41,0.34285714285714286,5205,3155, 0.05714285714285714,576, 0.2857142857142857,33,117,55717,35,yes
1650967, 0, 0.16,0.1738484398216939,94,0, 0.04,30,29,0.68,4711,819, 0,158, 0.12,20,107,41507,25,no
1631652, 0.06896551724137931, 0.367816091954023,0.5525869380831213,422,0, 0.022988505747126436,33,8,0.16091954022988506,4716,2606, 0.20689655172413793,365, 0.1724137931034483,20,84,42215,87,yes
5315944, 0.09523809523809523, 0.5238095238095238,0.15269670791501283,15,3, 0.023809523809523808,2,1,0.3333333333333333,4283,654, 0,56, 0.023809523809523808,6,10,6252,42,yes
50591700, 0, 0.5,0.006269592476489028,3,0, 0.5,1,0,0,638,4, 0,9, 0,5,1,535,2,no
8534660, 0, 0,0.02968596663395486,71,0, 0,0,4,0.5,4076,121, 0,53, 0.5,8,3,1951,2,no
37514, 0.007692307692307693, 0.4346153846153846,0.5843291225674292,388,0, 0.23846153846153847,58,26,0.08846153846153847,5858,3423, 0.007692307692307693,538, 0.2230769230769231,18,97,51139,260,yes
3983303, 0, 0.15625,0.07762349191896198,621,2, 0,11,2,0.5,4393,341, 0.03125,191, 0.3125,7,24,15772,32,no
19005719, 0, 0.3548387096774194,0.17959826703426546,181,1, 0.053763440860215055,47,5,0.3870967741935484,5078,912, 0.08602150537634409,181, 0.11827956989247312,27,51,25326,93,yes
10733176, 0.011627906976744186, 0.06395348837209303,1.5412983076534479,126,1, 0.01744186046511628,72,12,0.8023255813953488,3959,6102, 0.01744186046511628,204, 0.0872093023255814,39,92,43540,172,yes
158879, 0.0410958904109589, 0.10273972602739725,0.9819527161162245,684,0, 0.0136986301369863,20,12,0.773972602739726,5541,5441, 0.00684931506849315,445, 0.06164383561643835,66,63,27797,146,yes
45582069, 0, 0.4,0.007407407407407408,245,0, 0,0,7,0.2,1080,8, 0,676, 0.4,11,2,695,5,no
34615647, 0, 0.3333333333333333,0.015433499773036768,13,0, 0.5,0,3,0.16666666666666666,2203,34, 0,71, 0,10,0,892,6,no
22694997, 0, 0.5,0.011841695232159551,3,0, 0,0,2,0,3209,38, 0,13, 0.5,13,0,288,2,no
5097395, 0.005714285714285714, 0.41714285714285715,0.9424339336811984,2234,3, 0.03428571428571429,82,21,0.42857142857142855,5941,5599, 0.06285714285714286,664, 0.05142857142857143,19,57,35309,175,yes
5574594, 0.01935483870967742, 0.10967741935483871,1.2534583821805392,254,1, 0.0064516129032258064,39,9,0.6516129032258065,4265,5346, 0,301, 0.2129032258064516,55,71,34746,155,yes
27896181, 0, 0.375,0.022947292936536395,98,0, 0,0,5,0.375,2789,64, 0.125,109, 0.125,12,25,10334,8,no
53782808, 0, 0.5,0.012987012987012988,25,0, 0,0,1,0,308,4, 0,51, 0.5,4,0,190,2,no
20455, 0, 0.036290322580645164,1.9954576043068641,2438,3, 0.008064516129032258,35,29,0.907258064516129,5944,11861, 0.004032258064516129,1585, 0.04435483870967742,67,96,51969,248,yes
17277123, 0, 0.2727272727272727,0.009790209790209791,8,0, 0.09090909090909091,1,2,0.45454545454545453,3575,35, 0,34, 0.18181818181818182,15,2,1303,11,no
38675042, 0, 0.5,0.013230429988974642,46,0, 0,1,2,0,1814,24, 0,54, 0.5,8,3,2129,2,no
4412145, 0.029411764705882353, 0.14705882352941177,1.6885493619879113,3645,0, 0,32,40,0.35294117647058826,5956,10057, 0.3235294117647059,925, 0.14705882352941177,5,110,60927,34,yes
4457595, 0, 0.3333333333333333,0.00666513445185015,4,0, 0,0,0,0,4351,29, 0,11, 0.6666666666666666,4,1,1038,3,no
451231, 0.047619047619047616, 0,0.036849288360304155,361,0, 0,7,2,0.19047619047619047,5129,189, 0,278, 0.7619047619047619,20,20,7744,21,no
1950, 0, 0.6167664670658682,0.8430096763430097,2234,25, 0.017964071856287425,102,22,0.2874251497005988,5994,5053, 0.0718562874251497,619, 0.005988023952095809,23,243,109987,167,yes
2945164, 0.16666666666666666, 0.3333333333333333,0.11212255772646536,33,0, 0,3,4,0.16666666666666666,4504,505, 0,162, 0.3333333333333333,15,16,4375,6,yes
12936708, 0, 0.2,0.08618438234525985,31,0, 0,1,30,0.5,3829,330, 0.2,35, 0.1,9,11,5710,10,no
20648089, 0.008771929824561403, 0.14912280701754385,0.27156814042059946,453,1, 0.39473684210526316,48,7,0.32456140350877194,6039,1640, 0.06140350877192982,184, 0.06140350877192982,25,83,39988,114,yes
39497984, 0, 0,0.0023161551823972205,5,0, 0,0,2,0,1727,4, 0,16, 1,4,1,914,1,no
31368675, 0, 0.25,0.02586549940310386,7,0, 0.0625,2,8,0.125,2513,65, 0.25,513, 0.3125,28,3,2923,16,no
255722, 0, 0.21052631578947367,0.7017773620205799,417,0, 0.02631578947368421,18,6,0.5526315789473685,5345,3751, 0.05263157894736842,124, 0.15789473684210525,38,35,20237,38,yes
33933496, 0, 0,0.7902159541648304,21,0, 0,1,5,0.8636363636363636,2269,1793, 0,33, 0.13636363636363635,14,12,3544,22,yes
38880647, 0, 0,0.006134969325153374,1,0, 0,0,2,1,1793,11, 0,5, 0,9,3,359,1,no
945421, 0, 0.25,0.032126880845872306,186,0, 0,2,10,0,4918,158, 0,142, 0.75,6,1,1542,4,no
56028152, 0, 0,0.05970149253731343,24,0, 0,0,0,1,67,4, 0,61, 0,1,3,770,4,no
18862294, 0, 0,0.00978698906160046,100,0, 0,0,7,0.5,3474,34, 0,133, 0.5,10,0,619,10,no
414890, 0, 0,0.4801548886737657,440,0, 0,3,4,1,5165,2480, 0,237, 0,27,19,4866,15,yes
44205, 0, 0.08021390374331551,1.0109965635738831,765,4, 0.0053475935828877,45,8,0.8556149732620321,5820,5884, 0.016042780748663103,417, 0.0427807486631016,55,129,43161,187,yes
699349, 0, 0.007042253521126761,1.200718993409227,960,2, 0.0035211267605633804,60,21,0.9823943661971831,5007,6012, 0,789, 0.007042253521126761,32,124,69272,284,yes
26847, 0.0035087719298245615, 0.3263157894736842,2.2729096989966555,6913,3, 0.017543859649122806,63,42,0.3543859649122807,5980,13592, 0.07017543859649122,1561, 0.22807017543859648,39,283,123413,285,yes
12905, 0.014492753623188406, 0.21739130434782608,1.1084276304678264,635,0, 0.10144927536231885,26,16,0.4492753623188406,5921,6563, 0,422, 0.21739130434782608,26,57,30033,69,yes
38733863, 0, 0.34615384615384615,0.03152654867256637,3,0, 0.11538461538461539,6,9,0.5384615384615384,1808,57, 0,50, 0,11,18,18329,26,no
16844797, 0, 0.35714285714285715,0.06220494307136906,115,0, 0,23,6,0.5714285714285714,3601,224, 0.07142857142857142,55, 0,9,74,23896,28,yes
415767, 0.018867924528301886, 0.1792452830188679,0.5384466395506489,918,4, 0.0660377358490566,77,30,0.5094339622641509,5163,2780, 0.09433962264150944,743, 0.1320754716981132,29,155,78241,106,yes
33545, 0.010526315789473684, 0.14736842105263157,0.6186497326203209,6541,0, 0.05263157894736842,31,24,0.14736842105263157,5984,3702, 0.021052631578947368,447, 0.6210526315789474,34,109,41431,95,yes
167936, 0, 0.4864864864864865,0.6004350978970269,1534,0, 0,23,10,0.40540540540540543,5516,3312, 0,728, 0.10810810810810811,12,143,31918,37,yes
38776, 0.00411522633744856, 0.20987654320987653,1.3881644934804414,29162,0, 0,40,18,0.7325102880658436,5982,8304, 0.00823045267489712,904, 0.04526748971193416,25,168,52689,243,yes
51708947, 0, 0.2222222222222222,0.04296875,1,0, 0,1,6,0,512,22, 0,30, 0.7777777777777778,3,7,6433,9,no
71973, 0, 0.23333333333333334,1.0128861429832303,859,0, 0.15,45,20,0.35,5665,5738, 0.21666666666666667,735, 0.05,35,57,40485,60,yes
24020, 0.07142857142857142, 0.2857142857142857,0.06738949124270226,927,0, 0.03571428571428571,6,16,0.14285714285714285,5995,404, 0.10714285714285714,728, 0.35714285714285715,28,26,10658,28,yes
175357, 0, 0.3904109589041096,0.24404437170394616,459,1, 0.4315068493150685,37,2,0.08904109589041095,5499,1342, 0.0136986301369863,240, 0.07534246575342465,9,48,19326,146,yes
