pageid,num_categories,num_words,num_images,num_links_in,num_links_out,num_references,num_revisions
21732512,6,400,4,43,57,3,9
55129053,3,1373,10,11,78,4,11
49801433,3,1505,1,2,18,4,32
11592171,10,99,6,29,50,6,25
50935610,11,632,2,12,29,1,10
44146158,2,1657,2,2,113,9,16
25064496,7,2282,0,9,23,4,20
38052994,8,5264,0,10,49,55,52
27995900,5,4268,6,4,64,6,22
8341276,3,2213,0,78,98,1,48
31845535,7,411,3,6,11,2,32
30299,28,58068,15,957,634,147,7618
1387166,10,3786,3,119,153,28,302
9946508,9,2864,0,79,135,2,74
3355068,3,802,2,5,25,1,32
22866181,9,157,1,8,10,7,19
6328331,14,543,6,59,86,1,47
24650716,11,1487,3,13,70,11,39
28348495,8,819,6,98,181,3,17
132346,4,2355,3,72,92,7,37
49913151,7,6635,3,4,61,13,39
8598619,7,1611,4,12,22,2,68
39018841,2,1052,0,1,7,7,14
47127467,5,7413,46,24,503,112,399
3301444,13,7742,6,90,123,50,381
31380298,5,2666,1,14,28,5,10
2100146,22,2146,4,16,17,11,54
929631,4,16972,12,94,113,31,829
1783236,13,1090,5,103,127,4,35
53627366,4,97,1,1,10,1,3
24363933,9,547,4,3,8,3,16
31658017,4,309,13,4,55,1,22
26221173,15,777,2,9,18,1,23
19035061,5,327,5,23,30,3,7
47660509,6,454,0,4,6,3,4
12346914,3,3004,2,13,52,1,67
15278236,1,918,0,196,259,2,35
37238231,8,961,17,10,33,3,10
27879559,8,486,6,71,76,5,13
12241224,7,3134,5,34,52,8,44
34350737,7,3533,6,7,39,12,79
3827767,4,8420,6,651,169,11,496
11461598,8,989,1,31,31,10,92
47454004,10,1640,3,17,22,11,54
31756337,6,245,3,2,19,5,8
560764,7,184,2,2,8,1,21
12470707,3,1594,1,10,23,8,40
1920407,6,3434,7,65,70,7,120
23441911,17,1839,2,23,40,7,128
30624139,4,3908,11,54,88,15,74
7713289,5,287,2,4,5,4,29
26096105,15,1392,3,282,79,9,134
44730961,4,1156,0,185,221,1,5
15590196,9,499,7,202,217,6,39
22518667,6,3814,4,5,46,5,30
16909049,7,1045,3,35,8,6,34
53782808,4,190,1,25,51,2,4
1898177,8,1045,3,17,44,4,63
52282381,5,170,0,3,4,2,3
15101082,3,1782,0,3,8,3,32
1969889,5,3798,1,2,28,25,345
27328060,20,3298,2,17,18,6,112
11769701,11,869,0,18,22,6,40
1922894,27,6009,5,52,79,19,105
46409927,6,653,4,16,22,3,13
16437000,5,686,4,1378,685,2,18
21668805,5,363,4,48,58,3,24
37828955,17,3245,1,57,59,22,77
763877,8,1715,3,6,21,12,67
36152986,8,4200,0,4,34,5,34
2469727,2,2426,1,13,29,6,73
1208538,10,3509,0,31,50,1,73
649572,29,2824,2,174,178,10,121
25357542,7,2251,4,33,55,4,32
4356682,11,15843,2,26,376,7,305
13648662,14,675,5,11,16,4,32
41508250,5,3808,0,4,34,31,112
32159099,8,4342,18,2,22,5,19
46644039,15,5670,1,76,79,32,356
31934063,8,430,0,15,12,3,12
19021138,5,332,4,12,22,3,12
11929528,9,96,5,22,49,5,31
7169644,8,416,4,1,6,1,16
1191972,25,10389,6,328,232,61,1286
35751459,10,332,3,83,92,3,25
12977462,8,26970,2,52,50,33,87
16765787,4,798,4,10,21,4,29
46569630,8,5974,2,6,49,6,85
19812348,4,291,10,30,75,1,19
34661898,10,397,3,2,9,2,11
1957802,12,2522,8,7,30,7,109
44149570,10,828,5,5,10,1,4
36999367,6,225,4,229,241,4,4
18834347,6,206,5,65,72,2,20
55794560,17,1731,0,47,65,4,5
36114450,10,703,1,3,16,4,6
2450904,10,2566,4,309,30,3,105
12140134,7,954,3,142,112,1,166
33406532,6,4484,3,4,17,3,30
4898152,6,917,3,23,10,2,125
12695923,6,903,4,2,19,1,16
8389387,18,5846,3,109,157,39,111
837215,16,3137,6,90,78,14,83
27394169,4,154,3,143,156,2,15
43070186,4,3450,1,4,130,3,20
5724920,4,572,14,35,55,7,63
22623843,6,879,2,6,4,3,32
4334441,18,16066,8,44,76,29,351
3983303,7,15772,2,621,191,32,341
44038632,5,140,1,3,13,1,14
55850583,7,827,3,1,7,14,13
28025201,5,86,2,75,87,1,12
20121219,5,413,3,2,31,3,8
18143342,5,308,4,35,44,3,10
52919118,7,1348,0,1,12,2,5
743568,7,1144,2,113,127,4,38
25849442,10,649,1,3,13,8,24
13873121,9,1293,4,17,51,7,73
3152572,10,4654,2,89,79,3,244
13116842,11,4384,2,140,174,17,78
19395246,16,862,3,73,62,7,52
30010897,6,7053,1,9,23,2,83
2713202,11,2209,4,86,396,24,78
2799663,8,6328,7,87,107,17,103
26619635,3,754,3,3,18,15,12
1286381,17,5283,1,632,631,22,498
16701837,11,300,3,136,171,3,15
13376088,6,167,4,38,74,4,19
23795680,6,181,0,4,3,1,6
51227685,5,2793,2,1,13,8,29
2989256,5,2861,2,3,14,2,63
51708947,3,6433,6,1,30,9,22
44847176,9,173,1,2,4,2,6
21816747,13,1105,0,7,19,3,33
12374619,11,495,8,178,144,1,75
44901389,13,809,1,115,139,6,11
29570090,3,5886,5,88,236,15,22
4632649,9,1956,3,21,19,2,65
41953353,2,5792,0,4,31,6,43
13725545,15,4470,0,22,42,5,137
308193,45,30514,11,680,384,164,5366
7755689,9,260,3,49,58,3,27
48311586,18,974,1,7,15,5,31
20962845,21,3452,2,12,33,17,62
3784603,27,3579,1,31,57,9,82
3427681,11,1418,3,1,14,4,29
21716062,9,236,0,161,172,1,17
46962784,8,2339,14,252,291,9,34
11751971,12,4348,5,409,539,6,229
22003924,12,1302,3,30,49,1,50
422079,9,13751,6,10,92,32,507
24211003,8,226,3,2,5,1,10
21430607,7,4934,2,18,46,7,27
29705853,9,606,9,4,100,5,22
3853041,24,2905,2,50,90,21,243
43721541,2,96,0,67,220,1,9
38280927,8,962,3,25,24,2,78
7619919,9,1560,8,124,194,2,40
52880786,3,1972,1,10,17,3,5
53236583,6,9170,2,34,49,5,17
38940879,4,1158,5,39,163,5,11
36424666,9,2805,3,11,31,8,181
18665859,5,380,5,57,68,3,12
37911046,8,176,2,2,15,1,13
34482650,4,2756,7,13,34,6,19
17922774,8,352,0,21,27,1,26
31655476,6,3196,2,1,15,6,33
12875590,7,288,3,4,25,15,19
