pageid,num_categories,num_words,num_images,num_links_in,num_links_out,num_references,num_revisions
150136,17,15376,5,542,190,41,939
60857,22,66887,20,1145,412,252,8480
951581,12,60448,8,173,272,102,2683
52970,50,37727,11,1569,1700,84,3436
23639,31,38899,15,3088,278,165,4758
560876,13,48882,18,885,714,198,1882
273444,44,8407,2,302,158,40,1006
416366,25,10200,1,99,33,25,1463
253413,47,16837,7,186,100,114,2602
39609876,25,8660,3,77,92,50,647
2100405,21,25162,11,58,320,86,408
23440,74,93047,125,51567,2148,665,19583
199823,22,7816,3,314,87,29,550
7518210,2,1046,0,18,37,2,145
24507,61,60509,33,1425,791,127,5707
771182,10,18598,4,71,123,49,1011
3727944,8,6678,7,74,77,19,445
2266653,9,108611,0,136,265,246,3198
2252913,8,43249,2,13,180,148,803
22954,60,64613,31,4290,1491,144,5747
23221,29,21980,10,3539,289,105,2929
44469,22,37558,52,1308,562,276,9793
23745,21,42970,20,1205,514,137,9718
24326,32,54607,22,551,641,66,5532
22936,40,122884,154,131472,2117,313,11374
17458566,11,15023,9,293,379,39,309
16367528,5,6524,7,170,184,17,97
275297,26,49081,116,4156,1000,93,4111
23213,19,35224,6,1055,391,131,6097
23996,17,33999,6,8125,452,23,2638
15611519,7,2722,0,556,83,5,172
22986,13,18481,15,5565,252,38,5400
21259,13,9008,8,230,330,27,826
24872,11,27627,24,2093,627,87,5093
460821,21,10007,7,19,42,28,480
24591,42,33066,14,1081,623,102,2617
24475,28,48963,12,1272,514,151,5414
199630,18,32114,21,3765,586,178,4862
24020,28,10658,16,927,728,28,404
23805,103,111810,50,7096,1889,407,16584
23808,49,112247,39,2593,957,119,5287
23475335,19,78642,7,144,352,145,648
1704222,28,9322,5,240,357,57,2812
940606,14,12178,22,1489,607,115,1565
1328272,2,10454,8,243,300,17,611
5710507,19,28747,19,2651,828,178,7269
175357,9,19326,2,459,240,146,1342
27620742,2,10363,4,18,55,41,168
64959,21,65038,35,2669,836,278,8428
1771587,22,45083,33,2478,733,315,6522
1630282,2,2156,1,76,85,4,566
663540,22,32241,8,183,132,77,7115
429542,17,42918,7,529,527,312,1594
169086,6,11447,2,272,258,49,301
24113,20,44154,42,21826,1240,137,9668
3009092,15,18017,3,18,76,32,774
51511,20,34790,17,1421,382,11,1623
125248,74,53043,85,2825,797,275,6177
14457,35,35870,35,701,448,227,6818
72201,51,30647,34,1105,747,209,7495
24095,69,82672,53,1588,671,667,15287
1677192,29,21114,23,585,302,199,6641
19008450,20,56043,30,3175,458,151,4134
24856,10,33536,8,1955,316,51,5056
15394859,20,54574,29,342,385,217,2264
15157915,22,54434,29,2727,677,170,6937
37857,23,55941,44,2696,769,148,6522
371248,33,55717,41,6624,576,35,3155
18973869,23,34441,19,3097,549,203,3385
147707,8,10452,6,363,209,28,2812
471603,9,45283,15,4815,289,32,1198
6729144,18,47202,69,557,550,98,1951
23041,65,137523,70,20468,1183,427,13911
23037,21,88951,42,14156,1127,155,12370
36922,37,59232,49,3630,955,154,8295
7954867,29,82109,97,28012,1077,336,9203
319505,16,58482,5,464,420,41,2190
47717515,14,7696,1,770,416,17,2491
25614,31,84335,9,859,694,277,7190
25614,31,84335,9,859,694,277,7190
26494,25,73550,6,223,223,254,12360
30862657,6,11438,3,310,134,13,249
15181647,18,6290,8,14,60,54,1089
2634236,10,21220,4,141,142,39,280
49444,5,6825,2,404,262,12,206
26316,22,47125,19,2007,583,117,4016
25613,25,89879,40,3876,1447,232,12389
28358650,7,34908,2,186,594,6,464
25421,22,38223,14,3476,514,60,5471
18945847,32,79788,37,20981,929,197,9689
7980471,32,57384,16,3761,520,223,7425
25854438,13,18830,2,785,464,31,1153
25421,22,38223,14,3476,514,60,5471
375137,39,7284,0,38,46,37,1603
43488,41,43415,24,1171,793,54,5385
43488,41,43415,24,1171,793,54,5385
1329090,76,99261,87,1245,917,139,8263
30821628,7,1405,3,95,69,90,4633
1270655,26,24288,13,3608,431,114,9818
21133,57,52820,113,9624,1018,195,6513
11481790,30,32118,5,158,167,109,3432
147301,44,42232,35,1879,1205,201,6480
69880,66,109245,84,6659,1469,130,10743
21113,25,12695,4,560,256,50,2241
2307316,8,13827,4,221,528,11,2894
424675,18,22569,13,776,473,90,2348
70101,34,46251,10,1398,362,280,4037
2579018,28,30029,3,150,235,55,1446
21217,29,133330,123,12274,1200,329,11157
22131,26,46704,23,5384,332,149,5072
38188,15,75493,78,1623,777,131,5805
21212,29,86235,76,21837,1650,65,11997
31045316,25,77120,39,5596,1022,46,9823
14335296,10,19033,9,600,526,92,3215
21492751,79,96754,39,3811,1058,192,10158
2510105,17,26363,11,227,228,66,1788
216531,26,43252,15,525,1052,158,5320
93088,23,52148,19,1177,985,210,4733
21632,51,46538,21,1899,609,98,7504
1398166,25,70860,9,328,378,438,5592
30072373,9,16764,1,22,65,38,424
21742,18,76649,20,1742,1906,26,5010
21648,35,79946,72,27430,1329,257,8452
2184535,13,56001,4,552,182,49,2516
53842,45,83995,79,15275,1057,250,7770
602643,22,75355,19,399,973,77,9271
179187,63,55260,22,1600,735,265,5542
557007,61,54020,39,1832,742,241,5898
323592,67,75425,43,770,553,125,8395
25529159,18,10401,3,111,158,57,1726
42558,45,99350,46,2456,1099,54,4931
21473,80,72910,47,2086,667,194,10776
21566,108,63645,39,3530,1750,203,9218
2570425,5,1020,1,418,18,2,51
1631652,20,42215,8,422,365,87,2606
173540,38,22121,7,537,345,79,775
16365325,17,13716,6,37,68,48,3331
21265,39,69681,65,23980,1343,166,8559
1067062,26,18660,11,158,236,76,2201
21704,46,30131,17,8109,570,23,2158
142510,42,31702,12,1203,270,139,6068
22153,21,86803,47,3017,973,379,8071
55940,4,8368,0,34,59,9,115
21525,16,61076,19,1607,1049,125,5720
8955445,64,31558,8,1484,1311,157,4823
56435,16,42905,29,1981,361,451,7804
27471338,17,37013,7,1247,489,64,4317
22292,36,50405,22,1924,455,61,1965
1149357,28,46447,55,322,497,67,1186
33121168,28,47219,24,864,776,455,8145
33381607,52,83413,44,1618,1099,484,3338
198570,19,27592,15,759,304,18,1183
158705,14,19916,20,721,271,82,4561
22477,39,29167,37,1517,441,107,2314
643015,30,13494,4,215,570,44,1223
53257,70,35530,13,1783,483,121,3577
22576,26,73343,71,22654,2249,278,8280
1026559,7,14599,5,180,163,5,791
2787862,12,28294,5,203,151,112,7669
20395872,98,51511,15,2290,1146,233,7836
100390,30,52364,13,580,335,217,7511
268869,31,13985,11,135,112,91,1139
2480306,9,14649,10,772,197,70,4683
43846,34,66666,15,505,431,248,1986
167166,24,59665,7,852,487,221,2906
22546,22,63102,8,631,423,207,4839
22468,71,55677,28,2038,582,398,13871
65975,7,55250,0,8,37,26,661
414192,12,91170,22,859,664,219,2364
20041526,6,3074,2,176,284,11,299
4316423,7,8293,2,994,819,28,1009
44183,14,57228,21,931,681,171,4306
44183,14,57228,21,931,681,171,4306
85406,36,47363,24,2254,532,182,9937
44647390,31,35940,14,157,309,218,1800
161570,39,30981,13,282,179,99,6534
24956,11,54496,21,2286,666,67,2039
23340,19,22000,9,2046,626,48,3560
205789,16,16613,2,66,119,27,600
24324,25,34937,9,1212,287,124,3057
24849,42,56168,131,3800,514,181,7760
315787,18,31284,18,1718,361,49,814
23592,19,21385,6,623,232,74,2206
11217925,60,39254,17,877,373,382,11945
27540718,19,66032,12,199,353,335,2798
4411276,3,3545,3,172,58,4,96
168890,82,32757,18,720,782,142,4264
49908,51,28800,7,544,293,109,4013
32191,24,87213,6,876,477,191,6268
24552,13,7121,6,1036,206,18,2038
65173,34,25835,3,223,129,67,2376
13736167,89,80074,27,6008,1216,326,17871
192005,29,44258,17,407,405,111,3064
12471,22,62545,11,1956,1414,58,4268
1587917,38,11577,6,175,111,91,2531
19629641,16,31761,14,682,474,40,3776
236489,16,13872,12,3429,313,57,1669
2553981,9,3683,4,206,82,18,1757
60290,8,3829,10,217,100,20,1996
103123,8,11080,6,27,87,58,3343
50482,15,27617,28,1928,546,50,4993
146978,17,34346,15,388,338,63,2245
43047687,19,66948,7,367,310,166,1908
48146,12,15383,17,1368,544,57,6350
11121,19,49868,14,5063,1206,262,11518
11121,19,49868,14,5063,1206,262,11518
415961,15,21674,5,153,216,29,3492
5843419,57,127849,161,219873,2033,553,14298
445861,39,11309,3,1041,727,61,886
10979,79,93817,68,7716,1708,144,10367
42068,59,44272,23,1083,466,242,13469
10635,7,24298,20,3351,370,88,3510
21401843,11,32474,26,2220,647,90,3726
59212,15,31037,48,2049,918,58,2625
83933,5,20328,2,705,402,15,1169
1385923,16,26894,15,60,256,28,942
10671,93,80829,34,2504,1308,196,10155
11986472,21,15119,20,233,261,70,2052
11582,14,16224,6,983,667,54,2618
88750,9,22444,6,156,336,79,2517
179342,40,12444,8,232,189,33,1438
501787,9,14809,5,390,188,66,1313
29688374,65,66977,37,1595,716,204,6751
11921,13,21266,19,2116,254,53,2846
18723138,15,27976,13,1264,301,19,3702
43758363,26,52146,10,166,317,431,5976
92656,45,94257,112,3329,961,606,17444
1457022,19,31592,12,694,451,97,495
13070,28,54798,23,934,664,144,3358
38076,21,85972,25,2259,606,167,3661
12383,20,34891,22,1635,777,380,5653
550948,6,4762,2,60,83,25,868
216102,22,28523,9,853,809,198,8444
67918,5,17491,16,558,319,53,1090
12441,15,48212,18,2672,821,130,6072
106402,7,12316,0,482,310,41,668
41940,15,78323,23,1236,512,125,2446
158879,66,27797,12,684,445,146,5441
11955,87,88497,68,5591,1973,350,8356
331028,33,10359,3,70,158,28,698
3414021,98,88649,76,14028,1573,789,46522
35075784,27,20315,19,105,94,113,694
5030380,72,79226,66,4001,2170,227,9499
156507,49,14327,6,516,257,67,2514
23306893,39,31405,23,672,446,117,1404
13058,52,65143,50,13369,913,135,4627
718108,2,1573,2,105,90,9,148
2008784,34,33707,2,80,241,160,2878
594388,31,23628,10,819,312,148,9669
15131007,7,5525,1,75,41,30,1732
418944,63,56067,22,720,810,304,8201
295445,1,27204,5,343,280,93,2626
5042951,20,50601,39,3683,643,593,21043
299078,56,35708,15,867,1120,267,2351
294295,26,47230,21,300,369,293,2795
12471,22,62545,11,1955,1414,58,4268
5042765,18,39326,35,5715,886,62,11511
66578,83,26125,21,830,427,79,2533
19568112,15,58952,31,10313,353,82,11537
1092923,48,58068,35,18081,898,417,11485
2282040,8,13519,4,13,32,60,447
12905,26,30033,16,635,422,69,6563
4321115,6,3061,2,213,131,12,237
19283335,27,77735,32,13130,1151,138,10809
72727,19,32436,14,507,373,111,2789
21350772,25,45812,37,1715,442,236,6258
4851478,9,10101,1,65,73,39,688
44276,5,47790,2,647,101,196,2167
12686,33,71330,3,179,410,206,7137
2773076,28,84487,43,2363,517,568,16717
167936,12,31918,10,1534,728,37,3312
26152,42,61502,72,4087,640,299,8823
11065091,19,23729,8,702,383,97,4949
14170,25,40918,24,4110,482,365,4600
59097,11,12287,15,191,104,12,533
14091,12,37309,2,1525,219,49,2805
203237,31,29200,17,634,494,109,1887
13913,49,117180,21,2039,859,545,10709
187273,14,37821,3,444,972,22,624
19389318,18,8227,5,36,116,51,622
155160,29,8197,5,189,154,42,662
124802,6,34815,17,13029,547,93,3803
4748957,4,4736,0,65,120,12,788
2387806,30,68640,28,1647,522,285,16219
3418303,76,98487,50,4271,1357,201,10454
195306,45,66636,30,372,503,73,3434
20200414,18,11869,0,6,41,45,373
13547,22,43550,10,1390,744,133,2159
437067,11,15110,6,427,364,56,1341
14233,24,32280,4,905,625,114,2059
35751103,9,19948,0,12,100,78,438
261925,10,22243,18,2524,536,46,3535
16463132,13,30645,14,69,490,125,3159
17173785,32,35405,7,885,642,220,6378
13869,24,73499,37,14049,868,173,14697
336056,7,22467,3,138,113,98,852
9603757,23,24616,6,589,359,108,1415
27992,30,101960,48,5022,1749,363,9116
29440,28,24595,35,1719,1386,72,5994
3895745,26,54236,7,225,305,167,1191
12254052,20,45026,31,948,471,111,2144
4124046,28,98569,14,377,377,345,3210
743769,12,5377,6,2641,323,8,1734
88923,89,37833,19,4016,824,184,8695
26847,39,123413,42,6913,1561,285,13592
25664190,35,44880,18,1650,776,175,5985
175811,19,70701,12,256,666,109,3805
13690575,17,48448,31,1594,625,154,2223
2095829,40,75183,20,945,516,263,2473
27655,43,10188,7,543,140,41,1628
18932365,9,23911,5,86,129,68,773
17416221,53,69186,96,71487,1419,241,10471
27977,41,53571,27,2338,728,329,13344
32350676,41,58336,45,4222,651,265,4426
816925,15,11295,6,1963,447,15,1844
179553,26,71586,46,5563,1814,125,7300
24795561,37,33352,59,3649,750,26,2032
26779,70,85858,125,59837,1300,195,9068
26950,16,9496,84,633,553,8,991
4751135,29,48454,17,838,833,120,1755
26667,50,105954,160,122058,1763,380,13999
18842471,22,76015,79,7121,817,134,7669
5980301,29,72328,19,1249,706,28,6045
189109,23,34618,19,970,1155,22,1734
28265,50,60613,42,5593,1462,197,8229
21496026,18,61623,5,153,162,91,1719
28480,37,62387,18,1394,678,312,13184
148956,7,14660,6,7001,328,28,1328
25272420,20,39123,3,788,364,106,3399
16146360,17,33352,2,16,114,128,681
17157886,32,42758,33,3942,532,143,12604
26678,33,61156,25,4129,886,300,15810
27783,15,24180,10,1047,246,157,6310
335195,64,47921,26,979,543,389,7644
18956166,17,39785,17,1387,561,130,4809
640689,32,16232,4,445,394,62,1797
38466392,21,49054,19,427,316,234,3373
1380550,15,77874,19,647,499,232,2288
16844797,9,23896,6,115,55,28,224
59606,9,2687,0,85,47,13,389
27421,43,60027,77,11137,1038,182,9108
28246,24,69509,61,2467,1203,116,8187
427707,18,36119,3,735,745,33,1234
1514981,23,29977,8,406,249,75,1944
102075,26,39435,8,346,225,81,3237
27999,7,19414,13,81,299,39,3689
218299,25,25116,29,92,318,36,602
26748,50,84013,102,85312,1439,312,11661
486017,54,36596,21,645,467,49,1872
28642,16,30320,6,189,140,37,1300
666601,12,8917,0,286,144,10,688
29612,7,7069,5,1222,58,2,1185
1337691,22,44402,14,917,356,49,1618
30741795,55,122014,86,3221,1919,811,18991
30658,15,46828,28,235,184,86,3079
61117,11,6599,5,939,325,42,1738
31438,21,33797,33,3198,610,55,3875
30635,35,94698,45,3447,830,320,6896
30077,10,38588,2,3978,381,34,1127
30797,89,20875,53,287,224,90,1471
30297,26,73035,15,2286,642,82,4867
5422144,61,44484,19,3043,631,703,10776
56481,14,24098,6,95,246,136,2949
22754875,27,62973,23,990,477,313,7668
21898839,17,19723,10,806,574,157,4606
143377,53,84568,26,233,249,110,10433
1151958,17,30480,7,65,149,104,2820
184136,59,92745,38,1510,1095,246,8680
30475,56,24982,20,1333,1042,86,2846
83859,18,94645,26,916,323,229,5991
10839777,13,59727,8,4602,1090,96,1959
149014,15,12027,7,181,318,20,575
169496,40,26320,7,518,751,72,1539
65719,27,69178,30,648,608,152,3611
1056144,8,2702,4,13,25,1,194
428819,41,37454,9,805,716,135,8483
30636,48,50478,37,3612,608,199,10621
63578,28,10926,113,205,368,184,4148
1351855,8,3119,2,40,24,9,149
29810,35,89548,80,43854,1678,396,12871
38711,19,73193,21,994,497,22,3848
29812,57,87656,39,11242,1191,139,23096
1397993,7,13428,1,18,80,9,301
137840,36,60223,40,1523,531,48,2766
30680,41,58748,23,78302,576,293,7100
1923870,37,41096,17,483,491,441,6915
65735,12,26454,3,45,135,58,1022
29838,44,56662,29,6190,996,267,13207
656307,12,23589,5,132,274,188,6325
30535,95,104026,66,6333,1747,174,11649
528543,6,6867,1,42,264,32,476
221998,13,9410,7,157,417,72,1466
29922,92,89362,62,5413,1512,207,16555
58397,44,44408,7,250,293,166,1308
65192,29,29360,32,458,208,169,5692
44534,55,100662,33,1443,971,164,8239
33139,29,32284,14,4329,546,168,7403
25862547,32,54433,76,3331,838,252,3149
34289,45,62834,28,1295,817,173,7138
34272,42,41576,30,2694,629,100,3374
34350,81,73587,17,2125,1145,252,6671
3524766,52,62126,120,60731,1179,513,8883
301899,12,42377,4,197,335,125,5312
34244,19,45861,46,9194,403,47,3685
171306,11,5622,1,264,45,17,1486
78747,49,59213,18,828,463,201,5057
766968,23,18075,1,39,123,61,1125
34421,25,22596,13,2150,219,8,1004
34399,43,84899,58,16342,1188,333,10685
77880,69,38735,22,1150,1031,236,13151
14529239,32,47624,16,489,431,154,5244
1332334,13,19385,8,530,641,27,1144
415767,29,78241,30,918,743,106,2780
12232585,10,76704,19,232,193,12,309
684813,31,41202,15,929,759,120,2414
20764470,15,3610,2,90,17,6,98
1553191,33,59279,12,416,230,156,4924
201936,37,142015,103,2778,1215,347,10073
31150160,48,68976,46,1857,598,659,8080
47374,4,17757,28,857,714,59,6828
21538638,26,47385,17,624,860,228,5244
12561015,28,36621,13,461,340,262,6521
167884,6,2997,3,222,89,1,2087
33933496,14,3544,5,21,33,22,1793
1673370,13,20565,4,35,133,142,1231
5069516,26,58103,24,2713,618,613,9511
275051,8,41779,3,549,604,247,3082
82065,9,9233,9,298,214,17,743
2047065,4,839,2,97,91,3,132
765,21,44057,21,4212,579,432,12590
307,65,103705,51,7909,1492,165,15671
2731583,100,79514,61,9348,1449,89,25738
58809,23,55276,20,1442,494,250,2563
2343,4,11982,6,1706,365,10,524
49392,21,47139,3,1353,647,150,6498
2503,22,27904,18,2256,658,96,2280
2162,42,38390,25,3743,594,159,3495
18947965,35,50406,72,377,537,96,3073
1653,17,25538,8,810,429,90,2936
894,12,26158,14,3087,449,151,4699
10934212,10,52769,24,1522,546,192,7798
1921,70,91793,76,3833,965,443,9044
251879,61,26167,16,765,466,283,5715
5042706,92,60401,44,4483,1878,343,10096
48370461,26,48305,8,3239,450,225,3723
166702,51,34039,18,630,432,182,4320
161947,41,34181,12,404,315,181,3004
624,33,65853,69,13366,1468,189,9648
500309,9,2894,7,334,121,13,130
736,110,65428,50,4110,1014,240,16296
717,28,55328,70,17852,779,166,5533
2965,23,51261,19,3087,467,366,4873
358934,59,17125,9,148,530,153,8640
212472,56,63498,21,1223,916,277,7259
45214,17,20050,4,126,215,30,2647
5297192,4,2443,4,155,216,12,96
55313,18,38455,14,1536,445,266,2914
381552,6,6882,2,31,31,20,1208
1845,29,94828,33,1448,649,505,7807
18914017,30,50856,23,3950,814,685,7807
1902,24,31460,32,331,392,159,2845
1950,23,109987,22,2234,619,167,5053
863,30,93364,56,32841,1148,135,11808
521057,30,35183,2,334,304,245,3163
5315944,6,6252,1,15,56,42,654
1131183,16,71232,62,1871,940,234,4601
1973,22,95050,24,6447,1454,169,6832
172479,1,3537,3,734,339,15,716
19346935,41,31646,10,1020,264,102,7788
4097799,25,46762,16,447,443,211,5597
2460,11,39312,18,683,348,180,7080
12,27,69734,31,3485,1424,248,17604
1023,15,74612,13,1083,441,112,6825
1630179,18,27113,8,393,532,233,2291
22320587,52,49657,7,239,627,146,1724
315087,21,18722,0,46,85,58,1479
432972,30,6889,3,225,133,59,2118
1623,67,105092,50,3280,1072,220,8419
99881,44,28926,7,339,357,148,2839
864,87,56160,18,2573,717,195,8759
232035,9,14407,7,112,129,66,904
48522,98,29055,13,587,550,125,2557
72671,65,40513,92,1977,805,280,5926
5792809,65,57160,25,1538,737,325,7282
800,14,29288,19,9916,1010,100,7023
331538,29,16927,4,217,194,38,1616
2314,37,17019,3,209,215,76,954
52045701,5,7087,2,20,83,52,149
205522,58,59348,18,467,757,283,12057
68335,37,29392,7,317,312,149,5368
700568,6,14328,4,131,181,84,3015
4577283,8,9522,2,78,72,55,513
569,11,49568,22,4936,1003,90,4532
283205,32,69696,70,782,993,247,5996
43441237,18,17353,11,572,272,29,755
2197030,7,22040,10,350,603,39,1347
8814638,8,23877,5,746,655,15,577
42762068,14,18637,5,204,430,26,817
1429917,20,42765,12,154,529,209,2234
571440,13,31333,8,907,386,49,776
1078,25,101858,32,3517,1370,327,10284
2200527,44,105002,35,4526,1269,138,10421
37873196,14,4771,1,32,33,25,837
80740,25,67543,46,677,991,233,8801
2944,62,50223,35,1104,494,176,6114
155033,44,17742,12,293,142,32,1753
140376,62,108896,47,2416,1154,312,9559
1806,87,67226,30,2883,833,282,10248
309935,40,44140,4,149,231,82,2727
51669,16,7036,1,242,185,34,1067
42277,14,34888,10,799,547,23,3079
274539,33,16624,5,693,189,103,5145
425757,12,37940,48,484,513,35,507
2450993,29,16388,24,279,295,31,1565
6822,35,77896,128,8490,1045,207,6745
678255,33,15516,3,221,477,62,917
606848,26,83127,69,28531,2338,313,27427
553050,19,12325,9,271,300,17,370
5920,26,20377,21,1365,540,85,1369
17253537,13,31023,17,2740,629,85,5266
320023,16,39447,9,531,274,8,546
68319,41,23904,18,331,375,96,4024
6907,22,20939,25,650,484,59,3063
42635,59,28368,24,757,285,154,9136
51255,72,182061,38,2590,799,157,5480
278119,34,21091,6,740,322,160,4520
80696,72,76339,32,2824,1105,218,12388
6100,36,8324,16,478,300,25,2978
50490,23,65986,27,2063,477,78,6833
6886,41,89811,130,40231,2194,353,19353
5945,15,40051,40,6309,960,100,6460
5465786,8,5547,1,182,349,16,126
1651190,7,11552,3,444,303,38,907
250193,10,15278,4,219,132,49,1522
5405,48,84676,140,98808,1896,575,16063
5751,24,46631,24,47996,922,30,7102
15147453,7,18132,8,484,471,16,353
7738,18,61142,19,538,419,453,10652
2627820,60,37967,14,1457,419,213,7443
5847204,39,58834,26,1562,746,346,5025
196570,17,8023,4,229,38,14,1026
125309,15,72030,43,730,857,303,5815
63317,25,52975,12,1196,775,134,3863
5211,24,79154,64,19110,1325,352,18396
345597,18,16497,10,64,91,46,504
5635,56,61114,39,2579,738,134,10127
73626,47,48126,5,640,468,79,4435
1281795,9,20604,13,209,854,105,2080
6438,18,24685,13,13579,325,154,4094
6671,10,55081,33,6491,1080,36,2949
8718425,16,51062,16,784,267,263,13334
28291766,43,52479,11,1849,484,195,5177
8389,27,63100,13,1523,508,579,9943
6910,16,36378,11,1193,298,151,6360
5987,23,47407,68,6827,540,299,7287
208413,13,37700,30,1911,265,87,2722
191704,15,39955,12,22,123,61,897
241649,17,14588,6,260,79,56,2383
325329,28,93292,102,13764,1369,143,10551
7463,17,56458,6,186,225,211,7578
13886661,31,29537,7,314,291,149,2104
20914042,13,19249,31,8692,502,29,2577
9209651,26,30873,18,7860,571,54,10722
215623,13,13929,38,581,394,24,2479
215623,13,13929,38,581,394,24,2479
158177,71,52303,47,1600,605,242,6484
7023,37,125355,117,8436,909,191,9235
95801,12,22419,9,301,240,64,1933
2298740,5,54706,16,1601,985,145,7208
6623,4,68548,12,1773,497,20,1419
41568624,26,92062,15,251,459,82,907
5530,18,27471,4,1266,416,78,7702
5919,8,7814,4,1196,214,14,483
7283,7,7172,6,358,68,37,865
26410,13,56203,26,459,516,191,5596
5278,24,39583,16,2859,486,82,7804
18948365,16,47636,7,1453,364,102,2745
5648,26,53489,57,9340,919,168,5633
5714828,35,34681,33,3653,515,61,2496
5655,72,58293,31,812,737,409,6913
7683,6,42507,5,329,450,231,4763
5326,26,51873,13,1196,695,341,11354
49823,9,38610,4,1747,195,49,1353
5785,30,36064,14,3206,680,20,2960
7172656,17,24542,12,506,548,96,1544
2279619,25,29878,6,194,186,139,7667
23818735,16,51972,5,322,327,215,774
8931878,5,14647,0,41,160,15,100
709683,7,25719,3,382,267,132,1578
1046514,22,60742,14,76,304,285,2343
7339782,24,21151,9,350,312,120,1896
69801,32,53707,60,3323,756,118,3891
4412145,5,60927,40,3645,925,34,10057
6760,10,18042,9,772,638,102,2574
36662188,23,30459,19,477,339,228,1974
5042481,45,66079,87,26046,987,356,12640
6827,43,83507,41,2254,931,142,9206
1008588,10,35236,9,1305,495,92,5780
181322,11,14701,9,338,442,41,968
32492747,16,54856,17,408,325,165,2954
19005719,27,25326,5,181,181,93,912
5593,64,69445,92,20916,1015,273,12861
183570,51,77329,22,775,600,119,2053
252854,24,49663,73,2091,876,27,4479
20648089,25,39988,7,453,184,114,1640
235169,10,18352,1,98,64,31,619
605837,19,14097,9,1215,256,30,2913
339365,48,21428,9,415,269,97,6467
456252,54,46192,8,594,567,205,4298
9442699,8,5448,2,10,23,1,43
10431114,4,11330,0,24,43,20,199
12686162,21,12564,17,264,268,77,1206
42458764,12,3991,5,66,102,9,43
21388838,18,997,5,25,32,1,19
6167925,9,2177,2,21,86,6,46
41069253,2,14023,11,441,620,61,88
44445668,9,207,2,153,155,1,16
49978660,12,2985,21,66,120,24,218
7689686,12,1944,3,6,12,1,49
46348494,6,1421,4,30,59,1,8
38951568,7,5440,4,4,47,21,66
47080362,4,417,23,77,120,3,2
51494994,2,3976,0,3,17,2,30
455251,3,1819,2,8,27,1,50
22479390,14,2707,1,91,42,9,89
9631579,5,848,1,1,5,6,14
4342913,3,5466,1,24,26,18,218
27799462,14,4261,3,17,21,2,136
21021116,9,1874,7,5,77,6,43
1078595,18,4798,4,40,43,35,73
2060627,19,1827,0,103,140,9,112
2197028,13,13362,11,234,303,37,650
322893,5,1589,3,83,71,2,88
25135168,3,1637,0,3,29,9,16
40154277,4,3485,2,28,41,13,32
6077938,8,2722,0,4,32,6,66
32742565,14,715,3,83,103,4,30
2318393,8,27771,8,140,277,110,268
956143,11,8617,9,293,269,23,273
3439232,8,1428,2,117,105,1,485
28483033,3,1681,0,78,213,16,19
1088005,8,4596,3,100,58,17,72
3959213,7,3469,3,24,75,8,208
27825781,14,220,5,1,5,7,14
37512183,8,493,1,2,12,2,25
46754214,10,1410,4,2,16,2,9
17766194,12,1924,8,46,74,11,33
48822361,9,1571,7,42,125,4,6
12803554,19,1481,18,394,483,6,44
16530509,4,2548,0,38,50,4,24
6520541,6,282,4,326,330,1,39
14418686,1,1342,0,1,12,10,61
972904,16,9549,4,1856,134,25,472
32719690,6,386,2,161,173,4,29
6739763,5,2143,0,12,25,21,574
43444653,12,658,2,24,42,8,26
673235,8,48486,7,406,503,372,1469
49140821,5,504,2,4,5,1,27
1814573,11,3924,2,96,95,15,191
14086866,7,3472,1,9,39,6,118
47627,19,22165,8,342,146,15,697
39497984,4,914,2,5,16,1,4
1642553,18,2381,2,20,35,10,87
19299216,6,240,2,4,4,1,9
35677065,19,4696,7,31,37,28,109
2705246,9,4651,4,7,28,10,85
40249534,4,258,2,5,7,3,12
38643898,2,3267,0,41,56,12,27
2853846,5,880,2,27,74,3,35
56312232,8,6548,3,12,79,17,12
23660784,4,232,3,3,11,2,10
21978798,3,685,1,2,18,3,14
10857660,7,5818,4,19,69,17,258
23823389,11,2909,0,23,43,9,46
34653788,14,3839,2,121,144,14,306
53007613,5,135,0,1,11,1,3
30846624,11,3235,3,97,197,6,84
52785376,7,180,3,7,33,1,6
35891325,9,6049,0,8,31,13,42
15573380,6,1456,2,3,10,2,26
2176146,16,22052,10,24,97,17,488
49537815,9,195,3,3,15,2,11
54137370,15,8061,10,11,29,21,34
49394927,8,577,2,4,31,11,5
15809000,5,470,2,51,60,4,12
39674860,3,289,1,4,9,2,9
30701560,4,464,2,92,115,1,12
28611996,12,19527,33,326,470,33,377
21935261,5,484,5,58,70,3,7
5783476,11,762,5,13,37,2,25
33207729,16,4716,3,97,96,28,473
39577542,23,630,4,27,40,8,39
31098382,10,2501,3,83,60,1,52
47890966,5,563,2,1,21,2,14
27946039,3,2034,7,99,57,2,102
19910219,5,787,4,2,14,2,14
43384135,5,117,2,1,13,1,4
36353118,11,4972,6,8,273,16,52
16423318,14,2450,4,55,103,19,60
23981271,10,234,2,4,12,1,27
50865292,5,2690,3,114,143,14,19
51984057,5,1435,3,43,212,7,62
43282033,12,206,12,3,5,3,4
9819503,3,1032,4,274,87,1,42
16204789,15,11250,2,11,120,20,106
31287432,17,440,6,98,23,3,58
19057971,11,1153,4,7,25,3,33
26531141,9,428,2,3,5,9,11
24157550,5,215,0,2,11,3,11
47339176,5,164,0,1,10,1,4
2297619,20,3142,4,31,69,22,69
26999016,5,3579,18,74,182,9,25
