pageid,num_links_in,num_images,num_links_out,num_categories,num_references,num_words
243433,582,26,323,42,101,51755
147575,33824,71,1245,35,210,85826
14726,1245,20,429,13,57,62558
775859,11490,35,858,26,96,44182
15226,414,24,744,35,76,51731
6037917,18855,52,1280,26,263,62245
162173,1943,20,699,14,191,54025
9282173,47630,130,1293,63,631,95119
46216,1557,57,890,38,322,85692
125320,560,32,1189,21,176,116674
14532,151796,160,2112,47,508,100220
16044,1047,18,449,36,115,35696
308131,270,4,228,28,78,19759
1103138,921,20,404,46,280,62671
64372,956,30,655,56,215,61424
39764,1600,59,671,77,100,49565
16016,3386,72,1128,16,212,83326
23819805,462,7,328,49,56,18525
498971,452,7,746,27,256,68374
1840589,43,2,66,15,19,5101
16099,785,9,627,32,57,14125
15573,138191,160,1326,37,372,78787
46884,383,34,445,31,245,98343
15606,21174,24,433,29,59,51904
162870,3517,16,539,86,267,45796
49955,374,17,275,62,85,27159
189322,1282,21,778,65,203,38874
16218,225,8,239,57,107,76663
6253522,34,6,118,31,109,13194
52547,2137,18,496,15,120,54416
16175,2863,23,580,74,380,56669
11494260,444,6,442,48,128,23459
175220,1411,14,819,47,185,46366
16504,457,6,318,56,97,31325
21207345,411,5,320,46,65,19704
442163,655,18,335,23,66,24364
133250,595,11,683,58,145,76162
18603579,1389,18,828,60,112,31941
46827,796,45,855,46,95,25840
1095706,8079,50,1555,61,263,77520
983366,48,2,118,7,11,5246
1131183,1871,62,940,16,234,71232
25955086,6630,52,775,39,255,51437
31516,6191,43,571,37,94,43556
43356,1668,34,908,44,308,47131
18582416,1068,17,992,44,269,41735
83045,3227,8,499,29,131,28480
31535,288,12,206,38,114,35907
30942,4623,32,1204,24,107,39779
31175,238,4,380,18,137,64379
31460,1973,22,606,45,170,27308
3301347,3785,35,1043,63,301,61283
47702,2824,26,566,30,163,90101
216188,386,8,186,13,27,16624
71973,859,20,735,35,60,40485
2723695,40,2,13,6,1,1521
19904525,3109,15,511,21,327,46398
21694424,1044,13,520,15,151,49441
21694424,1044,13,520,15,151,49441
35152422,146,5,227,18,108,22914
157873,579,7,409,24,62,17497
348486,3293,7,1005,21,90,27686
14594,279,15,237,30,93,27953
29920,1123,16,923,19,52,51253
31341,1430,17,506,75,356,56930
1182836,226,6,412,14,35,20834
30018,1866,8,597,18,30,12557
25168720,313,9,194,9,149,26704
31429,168,8,157,8,55,58441
9988187,32453,26,866,51,541,86592
863,32847,56,1148,30,135,93364
52780,5041,35,797,39,222,67847
31814,877,19,685,19,243,54460
32191,876,6,477,24,191,87213
31750,54265,161,1332,69,511,122973
31814,877,19,685,19,243,54460
31769,22787,80,797,34,138,48327
3434750,462044,134,1833,46,884,110549
32009,2758,46,971,20,101,49189
446555,21,4,26,9,16,4951
37293,75,3,40,17,34,9070
31902,650,9,609,35,54,23735
31880,1804,35,687,17,184,56430
16118202,4768,15,662,18,131,70446
337755,340,38,294,11,92,22337
243927,897,19,745,39,63,41859
1742315,370,11,361,8,338,55440
132472,724,17,426,22,41,32355
30972975,28,3,90,9,3,5948
333091,164,3,200,25,134,22011
305561,300,6,229,59,89,37743
928412,3,4,31,12,27,3749
32587,1786,49,1061,24,392,54795
32591,2133,28,1038,19,246,56423
11737832,27,3,156,6,36,20105
183050,3566,8,822,27,67,14685
19220448,217,4,373,16,357,76805
32611,16294,111,1505,65,277,122085
47150,297,6,134,9,29,5014
93767,5768,5,446,18,30,17309
239897,2042,34,584,22,129,49392
11015252,3103,41,1322,69,63,101386
32817,4321,107,938,83,564,78630
47896187,236,25,444,51,399,77788
33589,2467,33,818,47,564,79417
32917,3498,26,789,75,164,44412
34059,7574,50,1189,22,184,136028
1181646,208,15,1072,33,167,54152
13425800,3566,205,2379,103,350,69548
4091662,134,5,231,34,129,37019
33622,1777,50,598,71,50,17417
15380061,479,17,484,12,74,36524
52382,1237,24,455,22,122,59798
33422,1358,18,744,56,214,61783
231184,599,2,140,8,17,3524
265307,473,5,284,4,35,13148
16597487,1116,36,561,22,126,33802
53976971,71,6,119,6,47,13332
33545,6541,24,447,34,95,41431
376898,386,16,431,22,366,58664
21208262,1406,32,693,20,83,45551
2495537,838,61,572,10,70,21032
166202,2622,79,875,38,265,62704
33178,1757,9,517,18,43,16356
54985,1650,19,613,83,116,25010
154823,539,5,380,22,30,25035
30780454,154,11,133,7,46,10137
11577295,9,0,13,7,21,3142
32897,8598,60,2086,54,91,41666
860924,1386,23,273,22,184,25321
2289648,1699,9,465,12,218,70592
33683,404,7,309,34,79,15013
91221,451,4,274,7,59,24531
11185,4616,28,968,26,145,63491
33183,1193,32,1123,13,104,34620
145439,2409,47,1451,16,209,97956
37483,804,4,42,18,6,2863
33523,4786,59,1411,70,152,99780
33278,1051,17,435,75,140,48642
31582928,94,2,55,12,27,5921
67173,545,28,352,24,185,30983
4764461,63112,117,1151,75,299,140521
32927,130737,73,1407,99,161,81903
50106813,28,4,99,20,58,13607
1361082,2612,3,96,13,23,11730
22760983,5060,12,562,12,52,47773
3329753,463,4,485,17,220,3621
86364,1831,2,87,6,17,9856
68110,1829,18,303,8,48,12035
419038,914,6,878,17,82,18810
196206,449,4,246,10,66,19766
18130,18099,94,1534,47,201,90911
17628,1378,23,610,39,46,32098
384676,112,7,128,24,54,36723
21009880,791,16,654,19,242,51795
23371382,5039,37,1040,29,353,62112
229257,678,12,712,62,181,66382
414890,440,4,237,27,15,4866
38776,29162,18,904,25,243,52689
75890,536,9,133,9,82,24280
159846,5003,11,740,20,112,31593
432709,1533,54,558,28,135,39220
19037,3846,26,580,41,137,38818
142056,6280,32,867,88,321,78591
36753,1822,17,1565,75,215,48905
7907317,1188,35,756,54,330,54910
170487,420,0,369,6,14,8826
38776,29162,18,904,25,243,52689
21021,3622,41,1131,33,116,42316
20796,1493,28,754,66,109,49754
19527,3417,54,1379,88,173,105798
46636,1632,12,357,33,36,36970
978525,77,9,140,17,167,27541
89662,422,9,249,47,113,21360
19831,4229,63,1589,92,391,71362
87944,983,28,398,10,32,10426
728775,449,3,218,36,60,20602
1481886,3345,26,1328,30,339,42170
650426,1316,19,440,64,262,28551
572897,355,22,376,52,337,50766
875547,443,3,668,19,311,96239
20548,1190,15,1247,49,54,20364
7567080,3381,55,997,68,95,76213
20076,2509,45,1265,83,253,82910
409691,72,2,91,23,47,12287
25454239,466,5,217,13,37,12176
103695,431,17,595,12,18,24429
11415141,1162,26,501,31,197,45401
96484,179,9,332,29,102,18990
20347,387,30,745,23,95,74088
21021,3622,41,1131,33,116,42316
18932,743,7,422,23,87,44409
1028044,23,0,192,9,30,16895
44219,1482,20,658,65,260,48530
23943124,73,2,473,17,69,11557
361024,303,14,669,18,259,35958
163056,452,9,307,30,150,44492
20798,1116,27,345,40,90,58282
49611,788,6,277,17,226,35985
19356,1086,27,571,37,374,67752
18567040,951,7,373,16,102,41568
344287,376,3,340,14,208,31410
9530099,337,7,254,17,67,22440
220841,478,185,874,24,140,66920
21073732,3052,47,1204,44,107,91204
3966054,75236,150,1336,56,414,124926
68904,790,10,414,54,117,22832
14995351,7403,39,855,92,419,95564
20455,2438,29,1585,67,248,51969
74461,971,15,438,73,144,26138
104998,286,5,189,29,37,9697
1801949,14,2,45,13,33,6066
9492386,265,2,320,60,159,38196
428979,857,14,722,38,225,53669
2064489,704,11,727,58,333,66834
986814,659,56,537,65,224,39101
348746,368,5,282,45,43,15328
3138569,133,4,261,19,56,17951
18836,13375,42,944,21,30,91741
301237,1399,21,889,65,207,39378
39027,1173,8,627,55,217,43606
20979,2825,46,1548,58,119,63025
8135890,1991,18,419,53,344,36447
5735,3090,110,398,41,214,39961
312170,299,12,303,19,42,43528
20948,605,5,362,13,70,22655
20381,5102,30,580,22,100,48754
289505,811,3,238,6,22,8914
19168,1108,13,800,13,50,29343
426208,3510,58,1317,71,536,83147
46007,2410,76,612,29,22,36294
2232012,465,28,314,17,68,15565
43254,1419,13,592,12,102,29509
18925,749,18,371,11,119,29649
21023,1063,18,739,9,70,32099
347105,1579,28,1147,69,189,37446
53029,2054,43,941,56,124,92901
1304321,9,0,135,4,18,5328
63747,2307,62,1042,74,281,81919
51885,1702,26,902,27,209,52791
347084,43,5,53,18,31,12408
493657,804,4,345,26,28,19531
20742,1330,23,714,46,299,85432
8103,2188,29,505,15,230,56410
8582,1235,13,657,26,51,53362
187807,725,7,375,32,149,17149
76762,14871,60,820,50,188,70516
67363,152,13,308,15,98,15397
1558354,207,64,543,8,23,14115
70197,558,27,879,24,147,27205
1434711,54,2,128,10,15,17297
37514,388,26,538,18,260,51139
8687,17217,78,857,42,328,92466
310331,451,2,302,12,231,27175
9090,732,2,725,23,63,40826
3020357,26,6,68,9,36,12963
5058628,2105,39,959,64,420,56185
8835,1113,5,270,18,59,47432
18938226,1308,12,570,31,209,72771
8271,2065,7,279,14,34,20742
8683,4272,18,644,16,58,31548
7966,4503,41,1136,23,89,79811
8900,2214,20,615,34,178,42814
932915,65,0,313,17,46,38493
40147,2400,11,326,25,153,63779
11040148,1021,8,482,24,140,37566
3162905,1904,52,1013,56,210,51945
18978563,2465,20,868,19,692,90984
18978563,2465,20,868,19,692,90984
8629,1169,39,619,60,213,45971
4848272,8587,108,2230,75,738,88390
726651,689,5,351,57,70,22015
1643647,33,2,143,7,39,14866
1635659,13,2,177,9,65,35328
7941,321,5,173,15,60,26464
1112855,348,6,326,24,16,18503
37335,2187,16,564,21,97,19695
9311172,1450,10,582,6,45,10774
8632,1906,35,933,52,98,58490
19767582,184,5,200,17,133,17861
143840,129,6,142,28,131,22557
59749,509,11,167,31,66,27602
8305,1009,8,330,22,335,23362
13058,13369,50,913,52,135,65143
10186,7005,67,1790,30,205,151311
40817590,436,40,550,40,475,51772
140256,17,2,36,4,5,7421
380782,387,4,400,8,17,9393
303522,294,0,181,12,36,13806
2945164,33,4,162,15,6,4375
15578,611,42,877,16,221,42683
9231869,31,0,9,6,6,1904
39626432,878,43,580,42,405,69883
1864257,129,6,175,6,31,11580
1765384,77,5,95,12,62,35052
20611030,439,11,180,16,65,13948
16105186,645,35,594,40,265,56897
4217297,199,2,150,6,81,11862
371301,347,10,245,22,168,52068
18307757,936,20,399,68,115,20230
5052197,6115,40,1459,92,254,60713
9288,6945,40,786,72,137,110212
4429395,3967,25,1217,55,377,62023
100627,2000,37,604,40,181,45408
10287,1253,49,594,52,57,42689
4809279,171,2,101,1,2,707
169836,364,35,287,17,105,35113
35494376,42,7,214,12,147,30966
12322101,212,5,153,4,34,7327
2858505,274,3,213,14,53,12866
39768,545,23,700,47,137,40165
399615,29,3,101,27,78,13336
10501,2550,9,486,17,60,33728
564204,911,8,738,12,191,43594
9258,2955,21,620,16,80,50417
105004,3173,8,498,18,33,35395
105004,3173,8,498,18,33,35395
9737,2200,12,503,19,116,34046
9317,24128,162,1175,67,342,73393
1256013,338,61,1601,17,78,60718
9587,1453,15,597,15,86,34080
51584,344,46,346,55,66,58283
10370,3709,22,889,28,67,56974
9236,4616,43,1026,20,1050,69201
9588,2144,22,715,17,309,36303
7529378,23213,41,929,60,535,74249
11469677,765,14,342,31,124,50237
7550182,3419,33,1086,17,71,27773
55174,458,21,349,16,163,84325
187586,3014,22,833,49,300,42316
231085,1293,12,861,17,97,30295
10653,76,0,93,10,72,27240
11054,4024,29,1093,22,59,75588
55974,12804,13,440,28,105,48663
164394,995,12,242,17,68,28906
144896,188,2,230,15,77,32429
11408,1014,28,796,19,360,57815
11185,4618,28,967,26,145,63491
142721,1603,51,683,88,379,95371
945404,226,7,159,23,61,16412
38193,298,2,166,7,8,8384
38301,3007,47,1148,72,128,94303
18949797,935,4,242,10,54,14518
148898,633,35,776,30,334,51659
24548445,69,5,53,13,43,14904
2752,334,12,313,14,150,24748
6821757,37,6,196,8,96,18236
37556,794,10,383,26,279,37784
162615,645,6,575,21,148,52111
2122,2048,30,627,18,115,47247
15247542,4623,31,1365,23,259,53841
21785,2532,30,817,29,160,43297
11778948,2365,55,1221,17,246,81397
5491859,15,6,93,16,38,12341
18933396,1002,31,496,49,187,56017
1030,708,13,287,16,86,28228
25,2141,17,682,25,618,53396
1195328,319,4,287,9,51,9765
5612336,129,3,180,21,73,18836
150056,554,14,386,38,123,25229
879858,58,2,131,8,24,6902
19344654,44426,31,1317,31,222,71616
4545,1028,31,522,44,182,100539
4173,2315,35,1256,42,93,91104
867145,241,6,272,9,28,15796
19360669,3624,27,472,18,28,39828
3979,2635,15,767,16,67,35316
534366,17048,74,1911,90,883,84473
335069,645,10,295,52,88,21373
72336,3415,18,1211,84,196,54370
4375,1124,21,869,38,311,47980
4792,1585,34,1212,60,152,51024
364813,1802,68,1193,46,350,57308
3738,2601,26,719,37,80,53396
447382,171,11,203,10,65,26721
3205662,96,21,150,17,47,30608
501984,543,18,200,16,15,44556
3427,315,8,184,44,59,26608
699349,960,21,789,32,284,69272
19283178,4080,68,1130,77,130,114260
3722,2412,60,985,41,146,74888
20650188,476,8,322,63,191,38194
41353912,330,13,442,49,318,42496
44431,440,16,180,35,76,20076
2100861,268,4,133,12,22,10233
4116,1011,25,512,19,241,53487
1555010,186,8,409,9,63,57520
3356,10832,63,1536,96,393,73674
188564,593,10,271,79,190,36204
191941,1291,3,680,13,50,21726
51614,603,5,354,11,211,40166
321263,284,4,358,11,137,38801
239098,507,7,405,28,209,41565
3803886,205,0,101,7,45,8749
244098,1016,5,192,16,49,12282
44751865,886,30,495,28,323,55429
4874,2884,18,568,20,208,55167
20648200,754,4,915,14,36,38082
851008,181,4,214,7,76,10836
65426,310,3,246,3,6,2656
88857,771,16,299,11,174,50508
55309,315,10,172,10,73,21854
5030,419,10,280,27,126,41667
11015826,3515,17,528,31,229,49762
27417455,847,19,528,31,61,22456
64692,454,26,757,24,102,64722
68244,305,28,172,36,74,51656
392807,412,5,417,30,50,64437
5574594,254,9,301,55,155,34746
186319,165,5,272,18,84,112363
23278520,1601,53,1137,47,121,52437
4950,92,2,100,11,48,25453
3463,22770,109,1216,39,169,79163
44849,1844,23,906,39,255,34068
70547,3076,54,345,16,403,60742
8269855,490,11,234,38,103,17019
3845,979,15,444,33,90,26883
4294,2400,29,735,32,153,87318
3382,4146,23,508,67,378,63275
38748,4098,125,962,20,83,77180
73887,28,7,74,29,35,20506
773158,744,45,867,73,414,34538
639800,95,0,92,44,91,41548
3267529,12984,67,1269,18,205,77035
23278125,737,38,532,22,130,45699
682722,33,0,50,6,12,5500
24133117,150,5,217,8,124,22518
87179,822,23,194,32,126,40875
62028,16424,23,947,31,161,34062
46924,542,20,445,19,237,46022
773158,744,45,867,73,414,34538
5407,82410,77,2586,32,305,77871
6852,960,21,543,30,133,39648
160811,618,42,604,59,196,39612
5042916,168256,51,1043,40,631,58559
105219,8515,20,560,22,453,60257
5902,3432,47,916,29,250,52739
5416,3929,29,998,31,174,114890
42031,2005,15,669,51,81,53243
685631,54,43,130,21,60,9236
2184033,126,7,107,25,47,9172
537968,574,10,648,60,370,65613
5282,3861,41,624,31,97,46058
25955086,6630,52,775,39,255,51437
19481110,2236,15,968,21,37,30538
15135713,833,16,398,61,163,43809
53869,963,36,701,82,105,32071
15992,6025,52,1945,80,443,88577
255722,417,6,124,38,38,20237
186639,987,5,135,29,42,14942
38100116,45,1,96,27,136,35588
6260914,144,18,192,24,273,53175
145422,2444,46,1357,62,439,81301
166163,1328,17,674,45,177,35889
5119376,8095,93,2292,73,224,107676
4689709,1712,36,425,50,147,39596
5122699,4066,47,1225,61,262,62238
15852,5768,42,746,89,172,69420
15898,1880,29,911,55,123,50187
212187,1165,8,378,46,225,40087
43715,4580,52,1662,72,431,77071
657205,192,2,241,32,30,8444
291592,196,6,174,32,116,24484
347086,235,3,79,24,39,12285
25011929,72,9,70,14,38,9554
168926,73,8,103,20,119,28512
335077,1059,15,470,45,229,41023
235888,958,14,603,64,191,42446
2263372,48,12,230,29,216,39548
175552,560,8,602,74,85,29108
609523,96,0,192,27,90,25304
15777,1810,37,1014,60,32,62305
32387701,1518,33,632,66,100,56083
15641,6022,53,1414,88,81,124479
1641893,213,5,119,41,52,9383
23486968,901,41,603,48,99,81391
59172,1218,15,395,22,104,27520
59564,2146,5,293,6,21,9128
26033941,543,16,390,63,290,35563
49544,394,9,330,32,72,23206
5507411,65,2,42,6,24,6329
340867,699,8,272,66,57,17788
16905,2392,35,762,33,69,83958
523032,4194,24,845,67,442,72322
16743,4189,38,1259,87,140,74082
19329135,685,8,346,42,131,31986
17337,2896,37,591,14,78,28950
16881,1354,22,582,21,101,30547
343858,385,3,181,54,60,11425
11366634,135,2,244,32,147,30458
16477368,2932,16,496,49,612,45420
273437,973,4,1121,33,167,29077
198081,96,5,139,33,59,10812
186589,102,7,117,32,49,26712
286369,1071,29,389,20,135,50306
644622,550,5,198,32,79,13682
752553,180,5,124,29,46,9439
26232,930,31,733,61,171,60890
17396,1150,7,225,33,121,23141
169376,1900,6,273,18,65,10943
6975043,27,6,158,11,55,9393
19718837,1165,32,603,56,101,29798
5962511,553,19,253,35,338,28788
154099,787,33,321,44,206,37427
19394613,629,12,264,47,207,21223
327664,463,10,265,27,49,9071
246185,1164,28,805,41,617,70893
41586875,10,1,24,12,13,1816
264062,256,9,262,19,58,10003
16772,12347,95,1245,59,404,109110
16756,9542,26,702,36,53,35384
16881,1354,22,582,21,101,30547
17391,8322,157,1070,45,335,80345
16760,1466,79,856,56,288,94278
16779,3542,31,530,47,172,79120
197615,895,21,385,35,33,19795
16707,1007,19,408,71,107,49566
17862,795,28,601,69,125,102552
66936,5502,16,418,22,118,17255
924166,1307,286,1293,60,595,13628
56873,231,8,395,21,178,24303
45870,505,21,420,17,48,14764
17782843,3980,20,613,78,691,44607
577320,157,1,158,14,78,31165
30667,1390,25,316,10,72,24054
18522,1840,3,153,5,42,11625
420883,1714,18,445,10,11,12390
2680715,83,3,24,17,20,2201
277395,118,8,127,50,109,26049
18486,1366,3,271,2,1,1901
17771,18479,63,798,46,292,63532
168917,492,8,560,17,83,25303
50151,1300,38,837,67,48,54158
9910441,160,3,415,26,176,51312
2327581,173,11,476,27,172,62155
8939450,611,14,876,13,23,32032
3225498,3138,24,1953,32,220,69059
30706524,947,58,1017,43,416,80127
183290,595,4,656,21,169,32722
217196,1909,5,242,9,39,13674
29206360,179,4,108,27,89,12019
168540,2718,8,567,50,277,48529
160760,1464,21,600,110,236,76329
6341469,803,7,285,15,182,42582
24107,1185,20,472,15,65,25611
230025,251,10,195,16,49,31442
23555,2055,21,618,10,52,72250
150136,542,5,190,17,41,15376
60857,1145,20,412,22,252,66887
951581,173,8,272,12,102,60448
52970,1569,11,1700,50,84,37727
23639,3088,15,278,31,165,38899
560876,885,18,714,13,198,48882
273444,302,2,158,44,40,8407
416366,99,1,33,25,25,10200
253413,186,7,100,47,114,16837
39609876,77,3,92,25,50,8660
2100405,58,11,320,21,86,25162
23440,51567,125,2148,74,665,93047
199823,314,3,87,22,29,7816
7518210,18,0,37,2,2,1046
24507,1425,33,791,61,127,60509
771182,71,4,123,10,49,18598
3727944,74,7,77,8,19,6678
2266653,136,0,265,9,246,108611
2252913,13,2,180,8,148,43249
22954,4290,31,1491,60,144,64613
23221,3539,10,289,29,105,21980
44469,1308,52,562,22,276,37558
23745,1205,20,514,21,137,42970
24326,551,22,641,32,66,54607
22936,131472,154,2117,40,313,122884
17458566,293,9,379,11,39,15023
16367528,170,7,184,5,17,6524
275297,4156,116,1000,26,93,49081
23213,1055,6,391,19,131,35224
23996,8125,6,452,17,23,33999
15611519,556,0,83,7,5,2722
22986,5565,15,252,13,38,18481
21259,230,8,330,13,27,9008
24872,2093,24,627,11,87,27627
460821,19,7,42,21,28,10007
24591,1081,14,623,42,102,33066
24475,1272,12,514,28,151,48963
199630,3765,21,586,18,178,32114
24020,927,16,728,28,28,10658
23805,7096,50,1889,103,407,111810
23808,2593,39,957,49,119,112247
23475335,144,7,352,19,145,78642
1704222,240,5,357,28,57,9322
940606,1489,22,607,14,115,12178
1328272,243,8,300,2,17,10454
5710507,2651,19,828,19,178,28747
175357,459,2,240,9,146,19326
27620742,18,4,55,2,41,10363
64959,2669,35,836,21,278,65038
1771587,2478,33,733,22,315,45083
1630282,76,1,85,2,4,2156
663540,183,8,132,22,77,32241
429542,529,7,527,17,312,42918
169086,272,2,258,6,49,11447
24113,21826,42,1240,20,137,44154
3009092,18,3,76,15,32,18017
51511,1421,17,382,20,11,34790
125248,2825,85,797,74,275,53043
14457,701,35,448,35,227,35870
72201,1105,34,747,51,209,30647
24095,1588,53,671,69,667,82672
1677192,585,23,302,29,199,21114
19008450,3175,30,458,20,151,56043
24856,1955,8,316,10,51,33536
15394859,342,29,385,20,217,54574
15157915,2727,29,677,22,170,54434
37857,2696,44,769,23,148,55941
371248,6624,41,576,33,35,55717
18973869,3097,19,549,23,203,34441
147707,363,6,209,8,28,10452
471603,4815,15,289,9,32,45283
6729144,557,69,550,18,98,47202
23041,20468,70,1183,65,427,137523
23037,14156,42,1127,21,155,88951
36922,3630,49,955,37,154,59232
7954867,28012,97,1077,29,336,82109
319505,464,5,420,16,41,58482
47717515,770,1,416,14,17,7696
25614,859,9,694,31,277,84335
25614,859,9,694,31,277,84335
26494,223,6,223,25,254,73550
30862657,310,3,134,6,13,11438
15181647,14,8,60,18,54,6290
2634236,141,4,142,10,39,21220
49444,404,2,262,5,12,6825
26316,2007,19,583,22,117,47125
25613,3876,40,1447,25,232,89879
28358650,186,2,594,7,6,34908
25421,3476,14,514,22,60,38223
18945847,20981,37,929,32,197,79788
7980471,3761,16,520,32,223,57384
25854438,785,2,464,13,31,18830
25421,3476,14,514,22,60,38223
375137,38,0,46,39,37,7284
43488,1171,24,793,41,54,43415
43488,1171,24,793,41,54,43415
1329090,1245,87,917,76,139,99261
30821628,95,3,69,7,90,1405
1270655,3608,13,431,26,114,24288
21133,9624,113,1018,57,195,52820
11481790,158,5,167,30,109,32118
147301,1879,35,1205,44,201,42232
69880,6659,84,1469,66,130,109245
21113,560,4,256,25,50,12695
2307316,221,4,528,8,11,13827
424675,776,13,473,18,90,22569
70101,1398,10,362,34,280,46251
2579018,150,3,235,28,55,30029
21217,12274,123,1200,29,329,133330
22131,5384,23,332,26,149,46704
38188,1623,78,777,15,131,75493
21212,21837,76,1650,29,65,86235
31045316,5596,39,1022,25,46,77120
14335296,600,9,526,10,92,19033
21492751,3811,39,1058,79,192,96754
2510105,227,11,228,17,66,26363
216531,525,15,1052,26,158,43252
93088,1177,19,985,23,210,52148
21632,1899,21,609,51,98,46538
1398166,328,9,378,25,438,70860
30072373,22,1,65,9,38,16764
21742,1742,20,1906,18,26,76649
21648,27430,72,1329,35,257,79946
2184535,552,4,182,13,49,56001
53842,15275,79,1057,45,250,83995
602643,399,19,973,22,77,75355
179187,1600,22,735,63,265,55260
557007,1832,39,742,61,241,54020
323592,770,43,553,67,125,75425
25529159,111,3,158,18,57,10401
42558,2456,46,1099,45,54,99350
21473,2086,47,667,80,194,72910
21566,3530,39,1750,108,203,63645
2570425,418,1,18,5,2,1020
1631652,422,8,365,20,87,42215
173540,537,7,345,38,79,22121
16365325,37,6,68,17,48,13716
21265,23980,65,1343,39,166,69681
1067062,158,11,236,26,76,18660
21704,8109,17,570,46,23,30131
142510,1203,12,270,42,139,31702
22153,3017,47,973,21,379,86803
55940,34,0,59,4,9,8368
21525,1607,19,1049,16,125,61076
8955445,1484,8,1311,64,157,31558
56435,1981,29,361,16,451,42905
27471338,1247,7,489,17,64,37013
22292,1924,22,455,36,61,50405
1149357,322,55,497,28,67,46447
33121168,864,24,776,28,455,47219
33381607,1618,44,1099,52,484,83413
198570,759,15,304,19,18,27592
158705,721,20,271,14,82,19916
22477,1517,37,441,39,107,29167
643015,215,4,570,30,44,13494
53257,1783,13,483,70,121,35530
22576,22654,71,2249,26,278,73343
1026559,180,5,163,7,5,14599
2787862,203,5,151,12,112,28294
20395872,2290,15,1146,98,233,51511
100390,580,13,335,30,217,52364
268869,135,11,112,31,91,13985
2480306,772,10,197,9,70,14649
43846,505,15,431,34,248,66666
167166,852,7,487,24,221,59665
22546,631,8,423,22,207,63102
22468,2038,28,582,71,398,55677
65975,8,0,37,7,26,55250
414192,859,22,664,12,219,91170
20041526,176,2,284,6,11,3074
4316423,994,2,819,7,28,8293
44183,931,21,681,14,171,57228
44183,931,21,681,14,171,57228
85406,2254,24,532,36,182,47363
44647390,157,14,309,31,218,35940
161570,282,13,179,39,99,30981
24956,2286,21,666,11,67,54496
23340,2046,9,626,19,48,22000
205789,66,2,119,16,27,16613
24324,1212,9,287,25,124,34937
24849,3800,131,514,42,181,56168
315787,1718,18,361,18,49,31284
23592,623,6,232,19,74,21385
11217925,877,17,373,60,382,39254
27540718,199,12,353,19,335,66032
4411276,172,3,58,3,4,3545
168890,720,18,782,82,142,32757
49908,544,7,293,51,109,28800
32191,876,6,477,24,191,87213
24552,1036,6,206,13,18,7121
65173,223,3,129,34,67,25835
13736167,6008,27,1216,89,326,80074
192005,407,17,405,29,111,44258
12471,1956,11,1414,22,58,62545
1587917,175,6,111,38,91,11577
19629641,682,14,474,16,40,31761
236489,3429,12,313,16,57,13872
2553981,206,4,82,9,18,3683
60290,217,10,100,8,20,3829
103123,27,6,87,8,58,11080
50482,1928,28,546,15,50,27617
146978,388,15,338,17,63,34346
43047687,367,7,310,19,166,66948
48146,1368,17,544,12,57,15383
11121,5063,14,1206,19,262,49868
11121,5063,14,1206,19,262,49868
415961,153,5,216,15,29,21674
5843419,219873,161,2033,57,553,127849
445861,1041,3,727,39,61,11309
10979,7716,68,1708,79,144,93817
42068,1083,23,466,59,242,44272
10635,3351,20,370,7,88,24298
21401843,2220,26,647,11,90,32474
59212,2049,48,918,15,58,31037
83933,705,2,402,5,15,20328
1385923,60,15,256,16,28,26894
10671,2504,34,1308,93,196,80829
11986472,233,20,261,21,70,15119
11582,983,6,667,14,54,16224
88750,156,6,336,9,79,22444
179342,232,8,189,40,33,12444
501787,390,5,188,9,66,14809
29688374,1595,37,716,65,204,66977
11921,2116,19,254,13,53,21266
18723138,1264,13,301,15,19,27976
43758363,166,10,317,26,431,52146
92656,3329,112,961,45,606,94257
1457022,694,12,451,19,97,31592
13070,934,23,664,28,144,54798
38076,2259,25,606,21,167,85972
12383,1635,22,777,20,380,34891
550948,60,2,83,6,25,4762
216102,853,9,809,22,198,28523
67918,558,16,319,5,53,17491
12441,2672,18,821,15,130,48212
106402,482,0,310,7,41,12316
41940,1236,23,512,15,125,78323
158879,684,12,445,66,146,27797
11955,5591,68,1973,87,350,88497
331028,70,3,158,33,28,10359
3414021,14028,76,1573,98,789,88649
35075784,105,19,94,27,113,20315
5030380,4001,66,2170,72,227,79226
156507,516,6,257,49,67,14327
23306893,672,23,446,39,117,31405
13058,13369,50,913,52,135,65143
718108,105,2,90,2,9,1573
2008784,80,2,241,34,160,33707
594388,819,10,312,31,148,23628
15131007,75,1,41,7,30,5525
418944,720,22,810,63,304,56067
295445,343,5,280,1,93,27204
5042951,3683,39,643,20,593,50601
299078,867,15,1120,56,267,35708
294295,300,21,369,26,293,47230
12471,1955,11,1414,22,58,62545
5042765,5715,35,886,18,62,39326
66578,830,21,427,83,79,26125
19568112,10313,31,353,15,82,58952
1092923,18081,35,898,48,417,58068
2282040,13,4,32,8,60,13519
12905,635,16,422,26,69,30033
4321115,213,2,131,6,12,3061
19283335,13130,32,1151,27,138,77735
72727,507,14,373,19,111,32436
21350772,1715,37,442,25,236,45812
4851478,65,1,73,9,39,10101
44276,647,2,101,5,196,47790
12686,179,3,410,33,206,71330
2773076,2363,43,517,28,568,84487
167936,1534,10,728,12,37,31918
26152,4087,72,640,42,299,61502
11065091,702,8,383,19,97,23729
14170,4110,24,482,25,365,40918
59097,191,15,104,11,12,12287
14091,1525,2,219,12,49,37309
