pageid,num_links_in,num_images,num_links_out,num_categories,num_references,num_words
23407882,15,2,283,39,49,49066
6015943,220,2,402,7,166,46382
33161913,351,42,518,6,203,45910
23626,1775,8,856,19,42,45379
26202,1923,20,1124,51,73,47024
8100768,128,8,283,14,22,44837
262260,985,12,632,36,130,44151
827717,1080,17,651,23,78,45292
32291112,183,5,246,11,51,48199
32009,2755,46,972,20,101,49189
1053949,512,16,398,12,175,44870
27662703,79,12,167,18,25,49982
32070455,179,11,337,10,10,46140
94040,485,38,417,13,49,46077
731896,212,17,352,16,336,45885
9623,4444,30,727,22,182,50257
1506903,670,24,696,15,135,48370
506881,1570,27,591,29,38,47347
303434,996,9,397,11,86,49543
517136,607,18,681,47,58,45721
8253,4721,41,744,26,241,45842
265857,670,50,563,14,83,45693
30871090,144,44,318,16,108,51012
37010,1744,23,1154,15,83,47527
12441,2678,18,821,15,130,48212
36118062,25,16,154,3,132,49171
1130,2127,19,1237,69,98,47436
2103628,728,10,510,44,268,45563
4079673,37,11,78,5,10,44884
38743,1886,24,652,21,74,49037
28920167,90,2,150,8,58,50837
6357903,11,2,765,5,4,50776
8783,937,16,268,39,115,49621
49856,2901,28,1044,45,91,49235
202133,178,7,324,19,49,45873
1514405,17,4,60,3,19,48192
99312,4548,61,930,20,137,47651
2676764,250,16,399,12,66,48217
89260,752,30,352,15,223,50604
295217,725,10,1049,10,170,43936
43459,1174,26,331,13,13,44913
153041,7356,6,186,12,215,48491
5265384,199,4,185,1,20,46459
19188562,710,8,461,35,203,43748
20587985,76,14,506,11,392,44694
12499410,67,11,99,2,183,47349
20556944,784,26,862,38,233,45371
20007045,70,4,187,12,6,50067
1111358,97,6,285,9,15,46915
503750,331,26,578,19,34,49460
25736,6358,24,335,12,65,45324
12552804,102,0,623,5,41,43901
30864385,203,16,403,26,115,44065
18932608,722,6,250,15,31,46363
73592,697,7,291,17,355,47989
14464969,2,11,523,3,12,49542
372810,389,14,308,27,52,44271
66440,881,25,724,29,64,44986
16125,4116,36,1507,43,131,49861
24602,2141,41,778,10,84,49732
15867436,138,16,293,16,22,45294
23309899,78,23,220,29,24,50637
5706993,294,4,569,3,12,50006
112607,2919,32,639,22,179,49792
26062515,7,0,110,8,60,45160
48311285,47,9,621,5,5,46572
315833,361,4,408,27,21,44854
2189133,95,7,154,15,56,44890
180733,581,10,722,38,43,45034
45230258,443,12,602,48,491,46408
1989580,786,33,387,21,29,49492
50405,2395,21,945,9,31,43905
691,873,30,508,24,47,46765
43717,404,8,314,20,67,48644
29219,1840,21,621,13,47,51021
16829738,656,12,564,3,21,48621
68460,13,32,267,21,45,45027
966130,333,37,357,17,173,45819
4119832,393,19,607,53,250,44236
14998012,1583,44,686,26,189,44258
23620137,304,28,544,4,232,25912
68319,334,18,375,42,96,23904
13789924,132,4,411,11,90,27017
3348541,23,9,97,12,4,24555
356375,1139,7,628,26,27,23782
454583,945,25,456,18,46,28964
224692,966,59,440,25,50,27009
2213684,26,3,121,9,7,25784
14129491,504,11,510,20,14,22853
11943453,33,4,93,11,61,24586
1108214,254,8,274,11,17,26814
13828397,912,5,510,47,115,23537
2782833,56,7,276,19,24,26841
93931,1048,34,713,22,110,23518
8887003,246,7,266,21,80,24444
188073,87,12,152,12,16,23130
275132,57,3,642,7,11,28003
999748,46,9,143,11,3,28201
27022415,5,7,32,10,8,25024
168430,310,8,255,2,13,24345
74095,179,8,152,44,33,27119
2985470,92,3,181,17,98,24129
379362,220,3,791,5,6,23103
175028,824,8,295,30,69,28219
26949079,3,11,19,3,9,25397
3130850,162,0,348,10,26,28437
134672,1657,40,512,14,69,27690
39563304,23,0,32,8,12,25392
914869,1202,16,430,22,102,23543
164676,171,17,174,40,22,25316
548667,856,5,785,37,54,27880
2632897,163,6,64,2,74,29025
31655498,168,7,248,8,2,23851
723638,247,8,310,29,28,24069
50432,13,2,53,6,7,24603
10327401,20,1,77,25,21,28187
401877,2062,152,846,19,200,24535
21761,816,2,1008,4,4,24132
2217991,1388,46,471,10,122,22973
87679,1573,48,693,28,77,24442
40528,1206,36,437,11,22,23400
3635710,163,17,229,22,80,26104
7990664,143,0,276,4,33,27052
217231,1066,8,411,21,45,22064
30250971,4,4,215,8,5,26670
32077,2286,43,809,17,52,27463
18998781,3726,18,354,34,145,27425
48550979,145,11,262,22,63,22526
82471,490,9,446,35,101,28123
115635,2118,17,426,25,35,25071
28330,717,10,529,23,64,29057
183906,338,7,604,41,30,28903
31827,278,62,405,17,65,22151
2492394,13,3,29,9,5,22140
102685,1044,9,829,50,221,29051
6719,2800,33,709,15,136,28576
145971,423,18,255,15,11,28596
2313472,4208,6,573,19,48,26955
23340,2046,9,626,19,48,22000
51592861,2,2,152,1,107,24178
33098504,2,0,60,3,2,22461
27372858,48,0,179,9,14,26286
1300344,58,6,120,11,30,24452
6146151,238,75,242,24,67,23924
317562,1462,65,359,25,75,21914
275138,1405,15,474,22,37,23309
4364873,219,6,246,43,124,24561
50771,3575,29,544,17,28,25965
1104730,330,9,239,34,144,23760
124770,2241,42,866,20,69,27673
83220,454,14,278,18,37,23923
10447140,246,1,117,13,93,27104
419557,135,11,295,23,39,24313
859943,362,18,86,13,84,23391
10768291,178,8,1666,3,28,24100
10601100,264,7,274,25,3,26340
1934406,81,4,126,23,47,27093
831647,8,4,148,12,4,21910
715706,428,18,415,15,67,23196
9623056,102,16,264,5,95,26466
17766232,1182,29,587,7,52,24322
8506316,63,8,79,8,33,25295
27649750,407,4,185,20,73,23832
367133,333,9,294,49,130,27548
2099143,122,3,142,18,18,22833
529667,571,26,392,23,58,28764
498538,1323,18,313,14,53,27982
5981816,935,9,378,29,98,24395
43158925,17,9,96,9,5,26581
15789,854,2,1064,4,4,26651
51521,459,3,254,21,99,21957
806449,219,8,341,21,47,25056
1198487,104,9,166,13,70,22643
1346058,14,4,43,3,1,27261
124259,648,30,465,21,117,22669
982871,62,18,362,23,54,25043
21312284,169,5,220,3,24,22862
40514,337,25,278,12,15,25955
3238282,11,3,46,20,11,22429
60845,727,22,316,78,181,28657
6121100,41,4,263,3,10,23779
38847341,225,26,305,10,93,29097
220884,371,33,302,25,32,29137
2966253,159,4,162,22,2,23221
2937699,223,13,335,16,22,24464
1658647,315,23,283,21,167,22726
195759,498,16,521,47,43,22209
35968446,16,0,70,16,96,24181
663591,885,9,840,41,91,24371
5870424,265,17,240,19,78,27627
700610,971,23,192,28,54,23407
43069,383,13,125,33,39,24707
525669,306,8,132,18,45,23989
192648,832,13,428,17,59,26566
1181193,207,6,296,15,41,22422
1572499,52,2,165,20,96,25353
11815157,28,2,56,7,12,24950
5810035,23,3,86,10,37,22758
827842,390,52,376,9,39,25432
45968,1929,8,551,53,133,26569
523884,47,22,136,15,33,22905
6250,4713,31,580,28,168,28888
3991823,13,1,27,6,39,22025
2212656,378,6,458,5,26,21940
21207459,1086,41,672,21,76,27184
23387941,147,3,243,6,3,25635
2797419,43,4,79,13,4,23830
33637422,4,0,30,3,20,22489
56006691,1,0,34,1,1,24118
14702,650,57,952,10,102,28279
3726984,850,21,512,22,20,23889
2155909,37,20,133,9,29,27746
206705,699,8,432,28,189,26709
2627520,886,11,301,13,55,24927
798332,270,5,442,11,12,25616
186859,3143,20,614,34,119,23343
44950234,31,0,41,7,157,23344
9590163,619,13,405,19,109,26802
10038508,87,22,203,31,74,27847
5728405,51,4,65,3,4,22185
1006164,1706,65,590,8,66,26100
104944,702,16,350,36,44,28323
456066,511,3,478,29,19,22787
367280,176,25,548,16,35,54999
1466438,175,31,192,4,37,57415
5667,2178,31,718,31,155,53409
2497446,2148,1,326,7,21,53906
7729,2522,19,1244,38,86,51560
1642576,497,7,547,12,49,55301
18313,2596,26,456,70,106,55248
71421,377,12,238,30,109,56606
54808,1084,40,715,18,306,55689
19196945,105,166,1150,1,7,51059
298705,1120,15,427,23,59,52772
5002871,705,35,662,17,288,54291
12727,13,0,23,7,4,52781
21474911,97,7,205,6,11,53553
1981069,131,3,201,32,45,52687
165890,703,10,512,30,154,55194
1006330,35,2,699,6,5,55967
9428,2586,30,653,76,60,57047
188432,187,11,342,29,259,57738
461211,1873,41,421,23,111,53778
23591331,8,5,134,24,5,52155
37042017,1087,2,616,4,178,52485
65524,1064,3,341,11,36,53785
10929788,61,0,846,4,2,52427
3463805,565,2,273,9,9,51954
3162905,1909,52,1015,56,210,51965
81886,531,56,552,17,19,55330
19447,1095,23,502,8,51,54976
77587,3281,35,890,39,107,51202
1045217,1219,48,739,48,139,56951
36419010,19,42,602,13,292,55898
43794119,82,12,95,12,146,54146
417493,427,12,505,49,81,51814
40562,2845,34,688,14,36,55150
100638,43,0,37,3,5,57437
7907317,1189,35,754,51,330,54870
72898,2472,30,782,11,73,52787
10934212,1528,24,546,10,192,52775
373047,453,25,429,27,101,55246
20118104,876,22,742,45,375,58247
31353,552,16,276,36,57,54432
2804704,1298,18,582,47,143,54654
811714,5,4,149,31,236,56246
75758,1148,12,722,54,109,56805
44767,201,53,443,19,91,55741
48297704,47,13,87,8,2,58156
40565,1971,30,884,23,60,54062
54253,1576,48,812,58,115,54624
3847111,4,1,60,1,35,57536
20989,700,22,931,52,86,53411
25513219,69,5,115,17,240,53962
2796131,271,23,386,10,82,55998
42200,1020,23,484,35,105,53759
6142330,2230,21,957,19,119,51268
6742,4665,55,649,22,60,52805
8304348,1184,30,567,18,114,56282
149536,6943,35,703,18,168,54590
4897306,1086,16,1397,5,51,54670
88235,540,8,452,11,31,58201
16150410,72,2,175,5,4,51466
105167,2465,52,640,26,111,57492
148979,815,11,540,27,53,53010
822307,924,27,858,44,215,55095
21197,4666,54,1014,41,159,57495
32587,1795,49,1080,23,400,54162
15758205,9,0,850,9,28,57884
25452,3576,38,675,58,75,57419
8980330,687,15,597,56,167,53242
152066,1168,27,1350,39,114,54148
231623,10960,57,930,26,309,54060
31552,2117,5,486,19,70,51303
33941427,64,23,212,17,54,51396
854294,754,12,361,16,288,55721
1339436,795,24,633,37,274,52046
7708467,149,4,170,15,15,56960
2589751,22,5,41,4,114,51758
40567,2028,75,936,24,83,56773
2835536,82,10,89,9,16,51290
40313234,746,11,767,13,271,54111
30058,1349,31,536,11,37,55265
26487,442,15,156,13,14,52800
22228064,2934,27,719,15,305,55267
30403,555,10,227,19,38,55419
116759,1943,61,721,24,237,51423
32185161,22,3,36,7,1,57918
13831734,21,4,253,23,39,58287
26368,1301,33,723,54,45,56057
40986946,36,14,163,17,34,52198
18955999,2003,32,540,11,160,56657
20727696,466,44,626,4,350,53840
70157,2014,30,517,27,166,57470
4272994,180,4,382,13,33,54206
428432,224,36,359,7,46,57701
4050068,123,3,16,11,58,52538
851475,23,15,190,19,11,52331
1017349,1458,89,759,11,110,51780
29174356,93,22,219,40,264,58049
68322,836,17,538,36,79,56134
2888022,419,15,422,11,24,56808
10597,40700,133,869,64,113,51434
435024,4041,60,792,22,231,56043
23713433,6586,23,672,15,25,51792
622572,680,16,389,9,51,57998
22468,2039,28,582,71,398,55669
4110803,22,13,26,10,4,57763
33879727,347,32,578,41,247,56883
147853,546,8,166,14,32,56646
418646,177,5,284,18,190,54497
2823993,125,4,880,4,17,53986
41523,4491,38,885,20,254,52330
3229401,183,5,104,5,9,57472
4482,8711,17,400,13,50,56274
1135593,449,20,746,12,213,54792
915081,646,2,186,11,34,54237
290007,163,10,153,16,9,17560
37803934,165,23,275,5,19,17272
1566175,705,7,638,20,69,15700
30875868,81,1,343,12,14,14957
1014707,185,21,283,20,60,16438
682856,569,3,369,12,17,15391
1521999,279,2,332,23,7,16399
44408842,2,8,31,10,8,15183
1376785,2,3,8,11,1,16989
3020109,59,7,64,21,20,15633
22771176,108,4,177,16,20,20635
12583841,121,7,274,23,66,19714
56023444,2,0,19,1,6,16789
71932,378,9,189,33,86,15806
3459338,290,3,201,18,16,19956
3804776,176,8,210,6,56,17456
52332604,14,3,58,12,26,15759
775134,114,7,110,15,17,15962
489321,346,3,357,25,28,15455
8587412,39,9,105,9,21,17834
21661375,35,4,93,6,10,20645
198726,278,13,211,14,51,18007
35700682,5,0,152,2,10,14710
22048289,1698,0,46,4,36,17193
12315140,46,0,93,20,36,20872
45178500,2,7,59,9,7,14785
24836896,40,9,141,7,17,17100
186193,745,10,253,16,70,16346
308856,257,3,240,32,54,19885
47952739,291,9,137,14,6,17075
35622760,44,4,138,7,95,19739
295598,228,9,194,44,43,19712
7454967,6,1,16,5,6,20398
319571,517,6,499,19,6,18079
2940937,394,32,599,21,34,21653
6384037,290,4,154,12,52,15406
14449214,841,15,372,13,120,16181
730831,461,11,550,58,111,19729
1056165,1053,8,278,18,29,16219
125495,344,11,417,10,95,19613
144386,698,22,380,16,43,17970
2343027,156,14,87,10,46,17870
11254,1975,24,269,27,44,17095
3045642,216,8,290,10,15,16917
40484303,363,31,454,21,89,19952
31703536,101,14,386,22,125,18843
142323,203,6,163,9,14,14774
4131678,19,5,37,3,11,14641
3158870,69,44,90,6,33,20319
37935620,102,90,217,13,80,18435
6093697,8,1,156,5,9,15565
4311910,759,4,184,9,49,17086
24559964,7,1,17,9,6,15463
1014906,51,4,55,5,19,17575
3582734,36,2,86,4,1,14843
23751905,88,0,494,21,34,15522
21550326,14,1,295,13,56,20378
2288117,21,18,291,44,105,16873
27280889,512,2,296,6,9,14797
304642,316,1,369,30,218,21589
7174830,349,13,513,4,60,19274
2023491,72,6,148,14,18,17388
249509,235,29,336,14,8,21759
414468,445,8,494,34,46,16119
231089,402,4,312,32,92,18433
1158886,886,6,620,36,94,14658
4693368,1,4,27,1,2,15286
93097,1505,9,119,12,9,18710
39645216,781,16,273,19,17,20879
10789502,61,4,116,6,20,15246
37710702,246,2,269,13,10,17624
2523586,259,3,115,22,90,18375
18982384,36,2,75,10,5,15585
3670297,131,1,150,4,8,19535
2008273,197,3,141,29,55,20937
8841014,12,2,19,10,4,19886
2241312,181,4,212,10,9,21374
1429763,480,35,607,9,27,17786
962893,150,13,229,26,54,20445
632322,76,3,106,8,26,19092
7003520,49,2,112,35,24,16484
10842431,25,11,64,5,76,18980
47256334,39,1,141,25,85,16644
43863159,48,11,172,14,8,18065
63349,408,9,356,42,141,15237
5728194,90,0,65,5,1,16616
38400,36,4,58,11,5,16138
331582,409,9,321,32,45,15789
14158261,35,5,191,1,79,20499
40629144,87,6,140,5,65,17350
48675263,8,1,35,4,9,19859
5073888,110,4,156,9,23,21760
16945120,4,0,49,9,32,15155
1256334,174,6,238,13,7,14653
16035221,260,9,200,28,214,16541
713549,52,4,178,15,37,16825
6961430,12,0,14,3,3,19394
3835759,136,2,210,14,105,19511
92556,239,8,193,14,30,15130
682848,47,3,103,14,20,18810
2061705,38,4,76,15,23,18509
4949370,23,2,47,19,39,20387
1779727,105,6,120,32,10,14666
74610,1750,43,324,19,41,17207
50689054,7,2,104,12,38,17747
405875,1186,26,1177,14,35,18178
10096572,16,5,134,12,8,16814
125217,170,10,265,13,108,15228
954888,45,6,84,13,8,16317
35397147,4,6,77,15,26,15687
99887,157,8,191,6,48,20922
170592,145,4,122,30,33,17490
300561,437,7,240,40,37,21446
16653937,20,4,95,19,38,16882
1557324,49,9,55,3,80,17837
36777018,5,2,210,5,72,15994
38230656,107,3,194,4,55,21547
11876628,7,0,382,4,173,16586
1874173,19,0,35,3,3,15058
3982513,53,8,85,7,13,15748
238431,102,5,243,15,98,16974
12633123,74,9,56,18,23,15660
30862857,390,6,193,13,23,21594
22635212,3,8,225,6,68,20291
10042412,51,6,144,12,10,14863
1781700,192,16,1111,17,36,16513
99692,783,16,503,25,50,19734
35034020,6,6,39,8,22,14802
4094028,10,10,63,16,37,19435
34702110,567,13,130,33,25,17217
27881426,31,3,93,9,21,14629
1611852,30,5,90,33,95,15907
1109998,337,6,283,9,74,15710
931802,42,3,28,5,19,14679
1070503,84,1,145,21,97,18471
166459,1925,14,304,21,34,16646
272833,363,9,154,11,15,16064
1404329,722,17,672,21,68,15781
40538,2913,33,468,11,24,18411
511735,20,0,48,13,14,20766
33833363,63,12,179,12,24,21725
8220,487,10,342,12,236,20278
105949,289,4,192,18,32,18684
38274305,138,29,222,16,182,17522
7339773,349,5,434,22,46,16933
16096064,223,20,371,20,89,21708
1752376,502,20,318,5,19,21788
17046226,9,0,33,11,15,18168
1015585,107,3,102,24,41,16657
67118,428,27,435,43,54,15616
18952719,371,13,211,13,56,19899
725441,14,3,26,2,2,19576
427408,375,8,89,10,61,19883
602466,317,8,401,18,88,19721
2936492,232,43,305,12,30,19677
27921792,6,7,34,4,7,21763
3029,96,2,118,34,52,19271
1161510,103,5,139,7,43,17381
4535082,46,7,265,28,41,18274
3130242,31,7,92,10,21,17007
16307988,123,5,213,7,19,15522
573279,154,2,196,19,33,15604
1457749,117,7,127,7,44,18724
924726,165,7,253,7,17,16452
14033347,45,7,74,8,5,17193
24809896,270,3,778,3,5,16134
106364,318,1,170,3,6,16620
105496,542,18,221,20,62,16699
3584913,137,4,186,9,4,19695
52369,931,28,484,16,53,21342
50252,168,4,129,33,19,17659
5715768,493,26,355,8,16,16266
18758,212,11,317,15,35,21362
46466350,76,4,128,6,20,17774
1933002,1017,3,372,15,20,17616
37631502,9,0,270,4,1,15077
917232,163,21,283,12,25,16302
3175841,19,0,107,10,13,20610
60589,1203,15,353,30,52,20695
151296,1065,36,681,24,89,18133
35503,196,5,194,14,36,15502
8585019,26,3,54,5,4,15086
6204551,122,12,169,11,55,16007
26262847,1,1,83,9,11,15253
342044,1843,15,568,30,38,20859
107340,824,20,438,13,85,19429
739857,300,10,261,18,8,20180
2560,851,6,258,11,21,20615
2983197,153,6,247,13,12,15979
339394,21,5,54,3,3,21696
178247,28,1,18,7,18,16559
33409644,55,10,95,11,54,20420
1922844,420,4,221,18,28,16051
1117176,84,5,176,11,10,19422
31639348,381,6,406,17,82,15006
41563858,1,6,44,10,7,15451
968195,162,2,230,24,54,16223
274099,920,17,1389,9,8,20679
10728305,30,0,238,2,4,21097
679825,899,32,992,48,71,21643
7081361,39,8,94,9,27,18925
2055543,169,2,192,16,8,19754
25339584,174,3,141,13,8,15980
348826,22,0,486,4,4,18614
518534,775,6,179,28,31,17199
2002565,539,12,1020,8,20,17098
40155866,238,16,464,7,5,15987
2898867,71,6,261,5,150,15220
23833750,404,19,432,22,31,17624
10324687,29,6,72,6,34,17647
156475,152,5,154,24,20,17560
83490,1072,23,479,19,47,19004
167546,806,37,387,15,27,20361
523336,498,2,212,43,36,21016
56476,324,4,399,21,121,18749
107664,823,23,630,18,43,19796
1398923,274,2,107,25,24,16407
1465328,53,4,156,22,11,14765
1931006,453,6,416,12,46,17156
306282,746,10,604,27,48,14845
426670,260,19,271,21,13,19131
192842,123,3,154,4,2,18162
361572,49,0,104,11,12,17450
363851,395,11,732,19,9,15227
18017138,381,4,284,15,30,19602
11792907,18,1,82,10,27,18454
36084003,17,4,83,15,67,21616
32526367,42,2,34,4,62,21677
1385430,44,6,115,17,38,21488
815329,111,13,163,19,18,16406
6920,1390,15,264,8,7,19573
24975063,15,8,4,6,43,21420
6586391,25,6,136,16,55,16475
5984845,11,2,112,6,47,19543
7994324,1,5,70,14,75,18865
888170,129,5,130,19,29,14689
9770,1260,24,871,8,57,17303
1141438,810,9,431,49,32,20218
40713040,58,21,182,12,17,21733
53141433,4,7,25,9,36,16936
1340054,4,0,1504,4,1,21418
5115369,1,1,357,3,389,16220
24986,636,5,357,9,30,15155
2473210,256,3,302,7,33,16890
29656,315,8,411,39,118,21154
1749936,104,3,135,15,9,18842
2491879,152,8,417,8,15,19587
1533029,106,5,396,18,29,19434
929103,35,4,23,18,13,16051
71508,468,27,319,11,29,20434
497407,45,6,97,2,17,14658
5884515,192,2,241,40,32,16579
10817356,8,3,109,8,48,20402
19718995,473,8,228,29,41,21305
1014518,519,3,334,12,96,20404
184483,225,1,138,4,24,16525
286096,465,22,460,16,15,18551
4009240,267,11,203,11,51,17985
3332238,25,17,147,2,29,21805
49238177,3,2,6,6,27,21867
22715390,20,5,87,5,28,15376
55319,3602,11,242,9,40,15641
43473072,394,3,180,32,32,14659
67252,1895,17,454,12,16,18646
3072290,87,3,96,6,10,17231
16013305,219,1,242,1,3,14846
2727079,400,3,287,7,31,14672
588260,18,4,50,3,41,18038
11647604,10,9,362,7,17,21270
2706504,19,3,90,12,11,15044
780802,2986,37,638,7,17,20717
10068310,52,4,99,14,49,15961
16690255,76,1,109,18,35,18221
153421,123,15,204,22,119,18365
18594320,150,5,237,7,45,17009
20799079,11,1,46,17,26,17040
18933243,141,11,329,5,12,17234
26162979,132,6,209,6,52,18112
14238443,6,0,63,17,7,15148
173562,382,5,289,26,19,16823
47879432,13,4,46,12,2,14881
152480,627,19,503,19,121,18061
349628,2615,7,219,12,30,17461
30863072,47,2,117,31,20,15654
31555577,219,0,315,9,240,15834
64460,531,15,421,30,33,16551
15102522,14,9,95,5,11,17252
459319,338,58,338,9,24,20336
24748820,43,0,94,30,66,16940
4967784,351,15,212,19,6,17459
7955217,53,14,94,5,5,17769
2894675,77,6,82,18,10,15500
5205969,22,5,99,15,10,14770
410980,233,11,240,24,84,20060
6717473,150,3,207,7,1,15397
3838884,40,18,83,8,92,20547
266217,789,37,266,9,129,19247
1211852,768,19,344,18,28,21262
35764429,63,5,118,9,8,15282
179501,688,4,674,26,87,16991
827703,946,22,254,22,22,18672
842468,149,5,169,37,27,20216
20739,1288,15,294,10,51,16453
1255065,332,4,428,19,5,19721
8106609,108,1,141,3,27,17778
7563097,135,4,152,6,1,18597
47081476,40,3,79,12,25,15314
14122398,83,2,95,2,8,17747
274910,175,5,216,23,61,21505
15632813,25,9,90,13,24,17661
46722965,3,1,58,14,7,17212
34001262,17,10,49,22,19,17897
2771937,441,10,210,29,112,21818
3101120,12,4,53,9,6,15583
872331,246,2,157,31,33,18945
14165009,452,5,199,13,86,14651
44938429,2,2,4,4,17,15902
795617,730,6,646,38,125,18893
42502890,14,15,45,11,8,17062
212253,375,14,191,11,19,14704
2122568,7,6,62,11,28,15654
12994019,60,2,102,4,5,20188
13893101,30,5,71,13,4,16876
244468,314,13,287,37,40,20588
25342885,104,20,184,10,11,16361
91411,575,42,594,8,30,19082
13966436,143,4,211,5,11,19098
4471439,87,4,120,19,60,18483
50513,703,15,188,13,121,20016
14459001,26,2,60,10,15,15063
32688979,18,2,492,5,1,15869
33160132,119,6,218,10,40,16008
30840,564,13,481,19,2,18259
178855,949,24,346,9,36,17813
8262493,133,2,192,18,9,16145
1305044,96,2,114,3,84,17346
12153180,8,63,387,10,29,17345
7627929,294,7,200,18,38,14471
221749,608,34,459,48,77,16632
22424,102,9,148,5,28,11554
25382,1211,5,310,13,95,27233
70157,2012,29,517,27,166,56407
3829005,1192,12,340,34,265,39498
25806,2371,20,680,26,146,66765
43243,274,10,275,26,87,46770
11587,1019,5,919,15,43,24251
63317,1196,12,775,25,134,52975
1544191,85,6,105,5,22,7234
23564616,15073,107,1024,42,205,52117
526399,567,35,645,37,67,35329
32070,47746,43,1651,30,183,67151
347422,3225,43,567,34,76,20317
5622894,118,2,151,9,72,20485
25867,1418,35,703,81,236,39663
957537,34,0,179,17,16,4936
25473,7330,74,1339,69,130,87420
231156,898,8,384,60,83,27388
32296110,105,5,106,41,44,20593
250943,225,4,163,27,48,8972
8354382,579,71,559,25,186,25380
2110323,4466,21,607,43,554,61657
444216,108,2,87,11,1,4611
240547,447,5,394,24,58,18519
21131695,1587,39,933,64,295,93965
161466,634,14,251,37,68,27350
168601,313,11,116,42,100,25048
26152,4088,72,640,42,299,61502
615807,1038,55,1126,60,96,24305
25433,10170,72,1964,95,471,97790
93791,680,6,557,57,141,23421
44205,765,8,417,55,187,43161
376985,518,7,410,12,41,30032
25938,1409,30,830,50,329,65827
25427,990,7,734,42,186,43575
17446303,346,26,637,34,255,46357
242570,169,2,114,36,49,15221
23747676,73,10,179,51,58,24414
4057953,894,37,905,53,183,24209
45218,783,6,657,39,123,26600
29490,3089,46,587,65,149,68476
206365,974,12,187,24,45,22392
27931,896,5,314,25,121,28735
51487,1082,15,534,49,127,54852
40112,1676,24,578,60,163,60562
249623,1103,54,965,16,251,56026
23409759,429,12,202,13,43,10015
27122,1181,68,620,61,137,88929
165404,1235,7,309,15,26,17445
26915,240,6,274,23,85,44648
2941511,1809,28,964,78,430,59518
338065,455,4,262,11,24,14062
27694,2170,41,991,14,141,49731
27706,971,17,550,8,33,54045
144178,251,15,365,39,192,37220
763013,5791,21,737,48,170,55171
349303,18288,133,1242,45,404,92491
27790,2811,24,442,21,472,45224
1737582,78,4,62,15,92,14904
26833,1681,16,663,8,73,65281
13118744,1127,32,911,29,384,92706
1163228,95,3,116,17,79,23738
418732,246,7,119,8,65,18246
21171721,550,27,549,12,226,38853
34495117,12,7,97,11,31,6103
152447,1821,9,326,65,164,23480
317383,786,12,521,47,151,26875
324091,1310,6,459,5,58,22231
466454,294,5,144,12,116,32436
69795,666,21,566,88,220,52160
150374,610,15,172,18,157,35698
18842168,537,10,368,18,63,17369
168714,1617,6,975,27,165,72152
286527,870,14,442,20,59,17489
5058690,6874,55,825,56,448,74749
5058690,6874,55,825,56,448,74749
59512,4614,55,702,29,87,30492
10733176,126,12,204,39,172,43540
28632,2199,19,667,24,172,51812
43116037,32,8,142,12,213,39712
1305554,59,9,242,27,258,50262
2957039,342,2,105,7,57,22154
7397019,1437,6,370,14,40,8932
236331,1848,12,615,30,164,66015
1316116,193,5,199,5,29,16854
19019270,867,19,451,23,227,27808
31635665,442,26,744,8,115,71924
28840,3408,21,937,32,194,66215
5594647,101,3,419,42,32,7731
27159,2485,31,669,35,100,55639
189909,147,2,109,7,22,10474
1130664,31,4,28,18,16,2469
384706,70,4,60,12,13,19685
26743,3368,27,979,59,144,95455
28399,2826,94,376,40,24,20256
26909,1443,66,882,75,668,114638
28307,1293,13,319,23,21,12413
25862547,3331,76,838,32,252,54433
402030,57,8,35,8,1,4785
13436,2289,33,717,53,43,61210
13371,1326,28,370,67,93,48677
1438445,88,10,117,28,34,15075
14183,1238,25,1097,10,56,20976
13457,744,13,286,5,71,14575
4868935,84,5,99,17,133,30876
13919,2046,53,1161,45,419,79045
38873148,607,18,632,45,37,54900
2366752,408,6,479,5,113,17591
5043192,6843,65,1981,86,477,103434
18945847,20975,37,929,32,197,79788
2632114,3387,46,731,33,187,89052
18945847,20975,37,929,32,197,79788
47646,2599,32,1433,32,153,69615
56120,3447,32,462,19,120,30468
56120,3447,32,462,19,120,30468
364326,289,12,207,8,41,15206
13808,799,50,1383,20,190,121862
1560218,197,3,201,7,34,48444
210728,619,10,684,13,135,82350
23713759,603,14,300,13,147,23024
10396793,5314,53,1782,30,110,78530
1007688,765,43,753,38,239,45187
14229,971,24,514,24,480,78452
5097395,2234,21,664,19,175,35309
5488304,4112,41,769,30,338,69479
8322947,270,22,319,50,240,35401
113348,893,7,385,45,163,46121
48874,1287,61,752,64,414,89993
14094,295,7,148,22,106,19559
10326,1034,29,1168,15,534,73449
47878,904,19,672,16,305,52841
2569378,4383,51,693,25,261,70401
254637,297,5,134,18,21,14246
32544339,471,19,331,19,247,47672
35039706,21,7,110,17,112,24755
8798949,30,10,280,27,285,92314
381399,3334,34,359,8,87,26638
2269463,387,18,265,21,77,63244
6502961,372,15,275,13,72,25348
638066,26,4,55,13,14,9841
70842,750,12,357,46,109,33230
288343,447,11,322,20,97,31472
13545731,70,7,222,3,19,1245
294934,465,13,419,44,132,40570
319302,148,5,203,22,6,41689
14912,1669,12,416,25,141,39545
294545,26,4,93,15,29,22528
18935277,7,18,48,2,12,3040
19572217,2064,30,644,18,601,51884
1166630,131,4,163,15,59,16406
15295,1145,16,1130,14,429,62695
152772,290,9,290,12,67,28989
23430752,2388,12,181,17,82,23810
14539,11406,33,889,38,249,62662
294813,1174,11,148,13,44,34805
